"","X","date","hour","account","year","month","day","DayOfWeek","Weekday","kWh","peakhour","Temperature"
"2253",2253,"2014-04-04",21,999999999,2014,4,4,5,1,44.1730710551188,0,39
"2254",2254,"2014-04-04",22,999999999,2014,4,4,5,1,42.6025981087129,0,39
"2255",2255,"2014-04-04",23,999999999,2014,4,4,5,1,41.0321251623069,0,38.1666666666667
"2256",2256,"2014-04-05",0,999999999,2014,4,5,6,0,6.97414528966319,0,39.16
"2257",2257,"2014-04-05",1,999999999,2014,4,5,6,0,5.40367234325721,0,37.8
"2258",2258,"2014-04-05",2,999999999,2014,4,5,6,0,3.83319939685124,0,39
"2259",2259,"2014-04-05",3,999999999,2014,4,5,6,0,2.26272645044526,0,39.375
"2260",2260,"2014-04-05",4,999999999,2014,4,5,6,0,0.692253504039293,0,40.1
"2261",2261,"2014-04-05",5,999999999,2014,4,5,6,0,-0.878219442366685,0,39.55
"2262",2262,"2014-04-05",6,999999999,2014,4,5,6,0,-2.44869238877266,0,39.9
"2263",2263,"2014-04-05",7,999999999,2014,4,5,6,0,78.5771043945601,1,39.55
"2264",2264,"2014-04-05",8,999999999,2014,4,5,6,0,77.0066314481541,1,41
"2265",2265,"2014-04-05",9,999999999,2014,4,5,6,0,75.4361585017481,1,42.45
"2266",2266,"2014-04-05",10,999999999,2014,4,5,6,0,73.8656855553422,1,44.8
"2267",2267,"2014-04-05",11,999999999,2014,4,5,6,0,72.2952126089362,1,46.65
"2268",2268,"2014-04-05",12,999999999,2014,4,5,6,0,70.7247396625302,1,51.1
"2269",2269,"2014-04-05",13,999999999,2014,4,5,6,0,69.1542667161242,1,52
"2270",2270,"2014-04-05",14,999999999,2014,4,5,6,0,67.5837937697183,1,50
"2271",2271,"2014-04-05",15,999999999,2014,4,5,6,0,66.0133208233123,1,48.9
"2272",2272,"2014-04-05",16,999999999,2014,4,5,6,0,64.4428478769063,1,48.9
"2273",2273,"2014-04-05",17,999999999,2014,4,5,6,0,62.8723749305003,1,50
"2274",2274,"2014-04-05",18,999999999,2014,4,5,6,0,61.3019019840944,1,46.9
"2275",2275,"2014-04-05",19,999999999,2014,4,5,6,0,59.7314290376884,1,44.1
"2276",2276,"2014-04-05",20,999999999,2014,4,5,6,0,-24.4353136384563,0,41
"2277",2277,"2014-04-05",21,999999999,2014,4,5,6,0,-26.0057865848623,0,39.9
"2278",2278,"2014-04-05",22,999999999,2014,4,5,6,0,-27.5762595312683,0,39
"2279",2279,"2014-04-05",23,999999999,2014,4,5,6,0,-29.1467324776742,0,37.9
"2280",2280,"2014-04-06",0,999999999,2014,4,6,0,0,-0.355912729342094,0,37.9
"2281",2281,"2014-04-06",1,999999999,2014,4,6,0,0,-1.92638567574807,0,37
"2282",2282,"2014-04-06",2,999999999,2014,4,6,0,0,-3.49685862215404,0,37
"2283",2283,"2014-04-06",3,999999999,2014,4,6,0,0,-5.06733156856002,0,36
"2284",2284,"2014-04-06",4,999999999,2014,4,6,0,0,-6.63780451496599,0,36
"2285",2285,"2014-04-06",5,999999999,2014,4,6,0,0,-8.20827746137197,0,35.1
"2286",2286,"2014-04-06",6,999999999,2014,4,6,0,0,-9.77875040777795,0,36
"2287",2287,"2014-04-06",7,999999999,2014,4,6,0,0,71.2470463755548,1,37
"2288",2288,"2014-04-06",8,999999999,2014,4,6,0,0,69.6765734291488,1,39
"2289",2289,"2014-04-06",9,999999999,2014,4,6,0,0,68.1061004827428,1,42.1
"2290",2290,"2014-04-06",10,999999999,2014,4,6,0,0,66.5356275363369,1,45
"2291",2291,"2014-04-06",11,999999999,2014,4,6,0,0,64.9651545899309,1,48
"2292",2292,"2014-04-06",12,999999999,2014,4,6,0,0,63.3946816435249,1,50
"2293",2293,"2014-04-06",13,999999999,2014,4,6,0,0,61.8242086971189,1,53.1
"2294",2294,"2014-04-06",14,999999999,2014,4,6,0,0,60.253735750713,1,55
"2295",2295,"2014-04-06",15,999999999,2014,4,6,0,0,58.683262804307,1,57
"2296",2296,"2014-04-06",16,999999999,2014,4,6,0,0,57.112789857901,1,57.9
"2297",2297,"2014-04-06",17,999999999,2014,4,6,0,0,55.542316911495,1,57.9
"2298",2298,"2014-04-06",18,999999999,2014,4,6,0,0,53.9718439650891,1,55.9
"2299",2299,"2014-04-06",19,999999999,2014,4,6,0,0,52.4013710186831,1,55
"2300",2300,"2014-04-06",20,999999999,2014,4,6,0,0,-31.7653716574616,0,53.1
"2301",2301,"2014-04-06",21,999999999,2014,4,6,0,0,-33.3358446038676,0,52
"2302",2302,"2014-04-06",22,999999999,2014,4,6,0,0,-34.9063175502736,0,51.1
"2303",2303,"2014-04-06",23,999999999,2014,4,6,0,0,-36.4767904966795,0,50
"2304",2304,"2014-04-07",0,999999999,2014,4,7,1,1,70.9834852994039,0,44.1
"2305",2305,"2014-04-07",1,999999999,2014,4,7,1,1,69.4130123529979,0,42.1
"2306",2306,"2014-04-07",2,999999999,2014,4,7,1,1,67.8425394065919,0,42.1
"2307",2307,"2014-04-07",3,999999999,2014,4,7,1,1,66.2720664601859,0,41
"2308",2308,"2014-04-07",4,999999999,2014,4,7,1,1,64.70159351378,0,39.9
"2309",2309,"2014-04-07",5,999999999,2014,4,7,1,1,63.131120567374,0,39.9
"2310",2310,"2014-04-07",6,999999999,2014,4,7,1,1,1.08,0,39
"2311",2311,"2014-04-07",7,999999999,2014,4,7,1,1,54.465,1,43
"2312",2312,"2014-04-07",8,999999999,2014,4,7,1,1,69.585,1,48.9
"2313",2313,"2014-04-07",9,999999999,2014,4,7,1,1,58.815,1,52
"2314",2314,"2014-04-07",10,999999999,2014,4,7,1,1,64.32,1,53.1
"2315",2315,"2014-04-07",11,999999999,2014,4,7,1,1,61.365,1,52
"2316",2316,"2014-04-07",12,999999999,2014,4,7,1,1,51.99,1,50
"2317",2317,"2014-04-07",13,999999999,2014,4,7,1,1,48.135,1,54
"2318",2318,"2014-04-07",14,999999999,2014,4,7,1,1,26.865,1,57
"2319",2319,"2014-04-07",15,999999999,2014,4,7,1,1,5.07,1,57
"2320",2320,"2014-04-07",16,999999999,2014,4,7,1,1,128.452187886647,1,52
"2321",2321,"2014-04-07",17,999999999,2014,4,7,1,1,126.881714940241,1,50
"2322",2322,"2014-04-07",18,999999999,2014,4,7,1,1,125.311241993835,1,48.9
"2323",2323,"2014-04-07",19,999999999,2014,4,7,1,1,123.740769047429,1,46.9
"2324",2324,"2014-04-07",20,999999999,2014,4,7,1,1,39.5740263712844,0,45
"2325",2325,"2014-04-07",21,999999999,2014,4,7,1,1,38.0035534248784,0,45
"2326",2326,"2014-04-07",22,999999999,2014,4,7,1,1,36.4330804784724,0,43
"2327",2327,"2014-04-07",23,999999999,2014,4,7,1,1,34.8626075320664,0,42.8666666666667
"2328",2328,"2014-04-08",0,999999999,2014,4,8,2,1,71.5637554937863,0,42.9
"2329",2329,"2014-04-08",1,999999999,2014,4,8,2,1,69.9932825473803,0,43.3
"2330",2330,"2014-04-08",2,999999999,2014,4,8,2,1,68.4228096009743,0,45
"2331",2331,"2014-04-08",3,999999999,2014,4,8,2,1,66.8523366545684,0,44.8
"2332",2332,"2014-04-08",4,999999999,2014,4,8,2,1,65.2818637081624,0,46.9
"2333",2333,"2014-04-08",5,999999999,2014,4,8,2,1,63.7113907617564,0,46.9
"2334",2334,"2014-04-08",6,999999999,2014,4,8,2,1,62.1409178153504,0,50
"2335",2335,"2014-04-08",7,999999999,2014,4,8,2,1,23.505,1,51.22
"2336",2336,"2014-04-08",8,999999999,2014,4,8,2,1,55.425,1,49.5
"2337",2337,"2014-04-08",9,999999999,2014,4,8,2,1,61.155,1,51.9
"2338",2338,"2014-04-08",10,999999999,2014,4,8,2,1,84.449998,1,53.25
"2339",2339,"2014-04-08",11,999999999,2014,4,8,2,1,66.06,1,57
"2340",2340,"2014-04-08",12,999999999,2014,4,8,2,1,44.655,1,58.65
"2341",2341,"2014-04-08",13,999999999,2014,4,8,2,1,36.165,1,62.1
"2342",2342,"2014-04-08",14,999999999,2014,4,8,2,1,30.3,1,64.2
"2343",2343,"2014-04-08",15,999999999,2014,4,8,2,1,8.625,1,64.9
"2344",2344,"2014-04-08",16,999999999,2014,4,8,2,1,0.015,1,64
"2345",2345,"2014-04-08",17,999999999,2014,4,8,2,1,127.461985134623,1,63
"2346",2346,"2014-04-08",18,999999999,2014,4,8,2,1,125.891512188217,1,61
"2347",2347,"2014-04-08",19,999999999,2014,4,8,2,1,124.321039241811,1,61
"2348",2348,"2014-04-08",20,999999999,2014,4,8,2,1,40.1542965656668,0,53.1
"2349",2349,"2014-04-08",21,999999999,2014,4,8,2,1,38.5838236192608,0,50
"2350",2350,"2014-04-08",22,999999999,2014,4,8,2,1,37.0133506728548,0,48
"2351",2351,"2014-04-08",23,999999999,2014,4,8,2,1,35.4428777264489,0,46.9
"2352",2352,"2014-04-09",0,999999999,2014,4,9,3,1,72.1440256881687,0,46
"2353",2353,"2014-04-09",1,999999999,2014,4,9,3,1,70.5735527417627,0,45
"2354",2354,"2014-04-09",2,999999999,2014,4,9,3,1,69.0030797953568,0,44.1
"2355",2355,"2014-04-09",3,999999999,2014,4,9,3,1,67.4326068489508,0,43
"2356",2356,"2014-04-09",4,999999999,2014,4,9,3,1,65.8621339025448,0,43
"2357",2357,"2014-04-09",5,999999999,2014,4,9,3,1,64.2916609561388,0,43
"2358",2358,"2014-04-09",6,999999999,2014,4,9,3,1,62.7211880097329,0,43
"2359",2359,"2014-04-09",7,999999999,2014,4,9,3,1,12.9,1,46
"2360",2360,"2014-04-09",8,999999999,2014,4,9,3,1,48.54,1,48.9
"2361",2361,"2014-04-09",9,999999999,2014,4,9,3,1,55.335,1,51.1
"2362",2362,"2014-04-09",10,999999999,2014,4,9,3,1,77.985,1,53.1
"2363",2363,"2014-04-09",11,999999999,2014,4,9,3,1,67.47,1,55.9
"2364",2364,"2014-04-09",12,999999999,2014,4,9,3,1,61.2,1,55
"2365",2365,"2014-04-09",13,999999999,2014,4,9,3,1,37.875,1,57.9
"2366",2366,"2014-04-09",14,999999999,2014,4,9,3,1,31.38,1,55.9
"2367",2367,"2014-04-09",15,999999999,2014,4,9,3,1,8.85,1,55.9
"2368",2368,"2014-04-09",16,999999999,2014,4,9,3,1,129.612728275412,1,55
"2369",2369,"2014-04-09",17,999999999,2014,4,9,3,1,128.042255329006,1,54
"2370",2370,"2014-04-09",18,999999999,2014,4,9,3,1,126.4717823826,1,51.1
"2371",2371,"2014-04-09",19,999999999,2014,4,9,3,1,124.901309436194,1,48.9
"2372",2372,"2014-04-09",20,999999999,2014,4,9,3,1,40.7345667600492,0,46.9
"2373",2373,"2014-04-09",21,999999999,2014,4,9,3,1,39.1640938136432,0,46
"2374",2374,"2014-04-09",22,999999999,2014,4,9,3,1,37.5936208672373,0,44.1
"2375",2375,"2014-04-09",23,999999999,2014,4,9,3,1,36.0231479208313,0,42.1
"2376",2376,"2014-04-10",0,999999999,2014,4,10,4,1,72.7242958825511,0,41
"2377",2377,"2014-04-10",1,999999999,2014,4,10,4,1,71.1538229361452,0,39.9
"2378",2378,"2014-04-10",2,999999999,2014,4,10,4,1,69.5833499897392,0,39.9
"2379",2379,"2014-04-10",3,999999999,2014,4,10,4,1,68.0128770433332,0,39.9
"2380",2380,"2014-04-10",4,999999999,2014,4,10,4,1,66.4424040969272,0,39.9
"2381",2381,"2014-04-10",5,999999999,2014,4,10,4,1,64.8719311505213,0,36
"2382",2382,"2014-04-10",6,999999999,2014,4,10,4,1,63.3014582041153,0,39
"2383",2383,"2014-04-10",7,999999999,2014,4,10,4,1,17.16,1,42.1
"2384",2384,"2014-04-10",8,999999999,2014,4,10,4,1,54.015,1,45
"2385",2385,"2014-04-10",9,999999999,2014,4,10,4,1,61.005,1,48.9
"2386",2386,"2014-04-10",10,999999999,2014,4,10,4,1,75.87,1,52
"2387",2387,"2014-04-10",11,999999999,2014,4,10,4,1,72.24,1,55
"2388",2388,"2014-04-10",12,999999999,2014,4,10,4,1,70.785,1,57.9
"2389",2389,"2014-04-10",13,999999999,2014,4,10,4,1,39.795,1,59
"2390",2390,"2014-04-10",14,999999999,2014,4,10,4,1,28.695,1,57.9
"2391",2391,"2014-04-10",15,999999999,2014,4,10,4,1,6.81,1,55.9
"2392",2392,"2014-04-10",16,999999999,2014,4,10,4,1,130.192998469794,1,55
"2393",2393,"2014-04-10",17,999999999,2014,4,10,4,1,128.622525523388,1,53.1
"2394",2394,"2014-04-10",18,999999999,2014,4,10,4,1,127.052052576982,1,51.1
"2395",2395,"2014-04-10",19,999999999,2014,4,10,4,1,125.481579630576,1,48.9
"2396",2396,"2014-04-10",20,999999999,2014,4,10,4,1,41.3148369544316,0,48
"2397",2397,"2014-04-10",21,999999999,2014,4,10,4,1,39.7443640080257,0,48
"2398",2398,"2014-04-10",22,999999999,2014,4,10,4,1,38.1738910616197,0,48.9
"2399",2399,"2014-04-10",23,999999999,2014,4,10,4,1,36.6034181152137,0,48
"2400",2400,"2014-04-11",0,999999999,2014,4,11,5,1,73.3045660769336,0,48.1
"2401",2401,"2014-04-11",1,999999999,2014,4,11,5,1,71.7340931305276,0,48.9
"2402",2402,"2014-04-11",2,999999999,2014,4,11,5,1,70.1636201841216,0,50
"2403",2403,"2014-04-11",3,999999999,2014,4,11,5,1,68.5931472377156,0,52
"2404",2404,"2014-04-11",4,999999999,2014,4,11,5,1,67.0226742913097,0,51.1
"2405",2405,"2014-04-11",5,999999999,2014,4,11,5,1,65.4522013449037,0,53.1
"2406",2406,"2014-04-11",6,999999999,2014,4,11,5,1,63.8817283984977,0,53.1
"2407",2407,"2014-04-11",7,999999999,2014,4,11,5,1,12.75,1,54
"2408",2408,"2014-04-11",8,999999999,2014,4,11,5,1,58.86,1,55.9
"2409",2409,"2014-04-11",9,999999999,2014,4,11,5,1,52.335,1,57
"2410",2410,"2014-04-11",10,999999999,2014,4,11,5,1,57.105,1,59
"2411",2411,"2014-04-11",11,999999999,2014,4,11,5,1,52.425,1,62.1
"2412",2412,"2014-04-11",12,999999999,2014,4,11,5,1,45.075,1,63
"2413",2413,"2014-04-11",13,999999999,2014,4,11,5,1,44.94,1,64.9
"2414",2414,"2014-04-11",14,999999999,2014,4,11,5,1,33.885,1,68
"2415",2415,"2014-04-11",15,999999999,2014,4,11,5,1,7.77,1,68
"2416",2416,"2014-04-11",16,999999999,2014,4,11,5,1,130.773268664177,1,68
"2417",2417,"2014-04-11",17,999999999,2014,4,11,5,1,129.202795717771,1,66.9
"2418",2418,"2014-04-11",18,999999999,2014,4,11,5,1,127.632322771365,1,63
"2419",2419,"2014-04-11",19,999999999,2014,4,11,5,1,126.061849824959,1,60.1
"2420",2420,"2014-04-11",20,999999999,2014,4,11,5,1,41.8951071488141,0,57.9
"2421",2421,"2014-04-11",21,999999999,2014,4,11,5,1,40.3246342024081,0,57.9
"2422",2422,"2014-04-11",22,999999999,2014,4,11,5,1,38.7541612560021,0,55.9
"2423",2423,"2014-04-11",23,999999999,2014,4,11,5,1,37.1836883095961,0,55
"2424",2424,"2014-04-12",0,999999999,2014,4,12,6,0,3.12570843695246,0,53.1
"2425",2425,"2014-04-12",1,999999999,2014,4,12,6,0,1.55523549054648,0,52
"2426",2426,"2014-04-12",2,999999999,2014,4,12,6,0,-0.0152374558594914,0,51.1
"2427",2427,"2014-04-12",3,999999999,2014,4,12,6,0,-1.58571040226547,0,50
"2428",2428,"2014-04-12",4,999999999,2014,4,12,6,0,-3.15618334867144,0,50
"2429",2429,"2014-04-12",5,999999999,2014,4,12,6,0,-4.72665629507742,0,48.9
"2430",2430,"2014-04-12",6,999999999,2014,4,12,6,0,-6.2971292414834,0,48.9
"2431",2431,"2014-04-12",7,999999999,2014,4,12,6,0,74.7286675418493,1,51.1
"2432",2432,"2014-04-12",8,999999999,2014,4,12,6,0,73.1581945954434,1,53.1
"2433",2433,"2014-04-12",9,999999999,2014,4,12,6,0,71.5877216490374,1,57
"2434",2434,"2014-04-12",10,999999999,2014,4,12,6,0,70.0172487026314,1,59
"2435",2435,"2014-04-12",11,999999999,2014,4,12,6,0,68.4467757562254,1,62.1
"2436",2436,"2014-04-12",12,999999999,2014,4,12,6,0,66.8763028098195,1,64
"2437",2437,"2014-04-12",13,999999999,2014,4,12,6,0,65.3058298634135,1,66.9
"2438",2438,"2014-04-12",14,999999999,2014,4,12,6,0,63.7353569170075,1,68
"2439",2439,"2014-04-12",15,999999999,2014,4,12,6,0,62.1648839706016,1,68
"2440",2440,"2014-04-12",16,999999999,2014,4,12,6,0,60.5944110241956,1,69.1
"2441",2441,"2014-04-12",17,999999999,2014,4,12,6,0,59.0239380777896,1,68
"2442",2442,"2014-04-12",18,999999999,2014,4,12,6,0,57.4534651313836,1,66.9
"2443",2443,"2014-04-12",19,999999999,2014,4,12,6,0,55.8829921849776,1,66
"2444",2444,"2014-04-12",20,999999999,2014,4,12,6,0,-28.283750491167,0,62.1
"2445",2445,"2014-04-12",21,999999999,2014,4,12,6,0,-29.854223437573,0,55
"2446",2446,"2014-04-12",22,999999999,2014,4,12,6,0,-31.424696383979,0,52
"2447",2447,"2014-04-12",23,999999999,2014,4,12,6,0,-32.995169330385,0,51.1
"2448",2448,"2014-04-13",0,999999999,2014,4,13,0,0,-4.20434958205283,0,53.1
"2449",2449,"2014-04-13",1,999999999,2014,4,13,0,0,-5.77482252845881,0,54
"2450",2450,"2014-04-13",2,999999999,2014,4,13,0,0,-7.34529547486478,0,50
"2451",2451,"2014-04-13",3,999999999,2014,4,13,0,0,-8.91576842127076,0,50
"2452",2452,"2014-04-13",4,999999999,2014,4,13,0,0,-10.4862413676767,0,46
"2453",2453,"2014-04-13",5,999999999,2014,4,13,0,0,-12.0567143140827,0,45
"2454",2454,"2014-04-13",6,999999999,2014,4,13,0,0,-13.6271872604887,0,46.9
"2455",2455,"2014-04-13",7,999999999,2014,4,13,0,0,67.3986095228441,1,48
"2456",2456,"2014-04-13",8,999999999,2014,4,13,0,0,65.8281365764381,1,50
"2457",2457,"2014-04-13",9,999999999,2014,4,13,0,0,64.2576636300321,1,48
"2458",2458,"2014-04-13",10,999999999,2014,4,13,0,0,62.6871906836261,1,46
"2459",2459,"2014-04-13",11,999999999,2014,4,13,0,0,61.1167177372202,1,46.9
"2460",2460,"2014-04-13",12,999999999,2014,4,13,0,0,59.5462447908142,1,46.9
"2461",2461,"2014-04-13",13,999999999,2014,4,13,0,0,57.9757718444082,1,48.9
"2462",2462,"2014-04-13",14,999999999,2014,4,13,0,0,56.4052988980022,1,51.1
"2463",2463,"2014-04-13",15,999999999,2014,4,13,0,0,54.8348259515963,1,55.9
"2464",2464,"2014-04-13",16,999999999,2014,4,13,0,0,53.2643530051903,1,55.9
"2465",2465,"2014-04-13",17,999999999,2014,4,13,0,0,51.6938800587843,1,57.9
"2466",2466,"2014-04-13",18,999999999,2014,4,13,0,0,50.1234071123783,1,60.1
"2467",2467,"2014-04-13",19,999999999,2014,4,13,0,0,48.5529341659724,1,60.1
"2468",2468,"2014-04-13",20,999999999,2014,4,13,0,0,-35.6138085101723,0,55.9
"2469",2469,"2014-04-13",21,999999999,2014,4,13,0,0,-37.1842814565783,0,55.9
"2470",2470,"2014-04-13",22,999999999,2014,4,13,0,0,-38.7547544029843,0,54
"2471",2471,"2014-04-13",23,999999999,2014,4,13,0,0,-40.3252273493903,0,57.9
"2472",2472,"2014-04-14",0,999999999,2014,4,14,1,1,67.1350484466931,0,57
"2473",2473,"2014-04-14",1,999999999,2014,4,14,1,1,65.5645755002872,0,57.9
"2474",2474,"2014-04-14",2,999999999,2014,4,14,1,1,63.9941025538812,0,59
"2475",2475,"2014-04-14",3,999999999,2014,4,14,1,1,62.4236296074752,0,59
"2476",2476,"2014-04-14",4,999999999,2014,4,14,1,1,60.8531566610692,0,57.9
"2477",2477,"2014-04-14",5,999999999,2014,4,14,1,1,59.2826837146633,0,57.9
"2478",2478,"2014-04-14",6,999999999,2014,4,14,1,1,57.7122107682573,0,59
"2479",2479,"2014-04-14",7,999999999,2014,4,14,1,1,4.095,1,61
"2480",2480,"2014-04-14",8,999999999,2014,4,14,1,1,37.8,1,64.9
"2481",2481,"2014-04-14",9,999999999,2014,4,14,1,1,52.905,1,69.1
"2482",2482,"2014-04-14",10,999999999,2014,4,14,1,1,52.875,1,72
"2483",2483,"2014-04-14",11,999999999,2014,4,14,1,1,46.785,1,75
"2484",2484,"2014-04-14",12,999999999,2014,4,14,1,1,58.485,1,73.9
"2485",2485,"2014-04-14",13,999999999,2014,4,14,1,1,52.11,1,73
"2486",2486,"2014-04-14",14,999999999,2014,4,14,1,1,36.75,1,71.1
"2487",2487,"2014-04-14",15,999999999,2014,4,14,1,1,10.365,1,72
"2488",2488,"2014-04-14",16,999999999,2014,4,14,1,1,0.09,1,70
"2489",2489,"2014-04-14",17,999999999,2014,4,14,1,1,123.03327808753,1,66.9
"2490",2490,"2014-04-14",18,999999999,2014,4,14,1,1,121.462805141124,1,66
"2491",2491,"2014-04-14",19,999999999,2014,4,14,1,1,119.892332194718,1,63
"2492",2492,"2014-04-14",20,999999999,2014,4,14,1,1,35.7255895185736,0,62.1
"2493",2493,"2014-04-14",21,999999999,2014,4,14,1,1,34.1551165721677,0,61
"2494",2494,"2014-04-14",22,999999999,2014,4,14,1,1,32.5846436257617,0,60.1
"2495",2495,"2014-04-14",23,999999999,2014,4,14,1,1,31.0141706793557,0,61
"2496",2496,"2014-04-15",0,999999999,2014,4,15,2,1,67.7153186410756,0,61
"2497",2497,"2014-04-15",1,999999999,2014,4,15,2,1,66.1448456946696,0,61
"2498",2498,"2014-04-15",2,999999999,2014,4,15,2,1,64.5743727482636,0,61
"2499",2499,"2014-04-15",3,999999999,2014,4,15,2,1,63.0038998018576,0,60.45
"2500",2500,"2014-04-15",4,999999999,2014,4,15,2,1,61.4334268554517,0,60.5666666666667
"2501",2501,"2014-04-15",5,999999999,2014,4,15,2,1,59.8629539090457,0,60.1
"2502",2502,"2014-04-15",6,999999999,2014,4,15,2,1,58.2924809626397,0,58.0333333333333
"2503",2503,"2014-04-15",7,999999999,2014,4,15,2,1,25.185,1,58.4
"2504",2504,"2014-04-15",8,999999999,2014,4,15,2,1,65.625,1,60.9
"2505",2505,"2014-04-15",9,999999999,2014,4,15,2,1,73.709999,1,60.9
"2506",2506,"2014-04-15",10,999999999,2014,4,15,2,1,89.369999,1,62.1
"2507",2507,"2014-04-15",11,999999999,2014,4,15,2,1,88.53,1,63.75
"2508",2508,"2014-04-15",12,999999999,2014,4,15,2,1,68.34,1,68
"2509",2509,"2014-04-15",13,999999999,2014,4,15,2,1,67.215,1,62.7333333333333
"2510",2510,"2014-04-15",14,999999999,2014,4,15,2,1,60.21,1,62.35
"2511",2511,"2014-04-15",15,999999999,2014,4,15,2,1,25.065,1,61.92
"2512",2512,"2014-04-15",16,999999999,2014,4,15,2,1,0.075,1,61.9
"2513",2513,"2014-04-15",17,999999999,2014,4,15,2,1,0.015,1,62.1
"2514",2514,"2014-04-15",18,999999999,2014,4,15,2,1,122.043075335507,1,60.5666666666667
"2515",2515,"2014-04-15",19,999999999,2014,4,15,2,1,120.472602389101,1,59
"2516",2516,"2014-04-15",20,999999999,2014,4,15,2,1,36.3058597129561,0,61
"2517",2517,"2014-04-15",21,999999999,2014,4,15,2,1,34.7353867665501,0,58.3333333333333
"2518",2518,"2014-04-15",22,999999999,2014,4,15,2,1,33.1649138201441,0,51.8
"2519",2519,"2014-04-15",23,999999999,2014,4,15,2,1,31.5944408737381,0,46.2666666666667
"2520",2520,"2014-04-16",0,999999999,2014,4,16,3,1,68.295588835458,0,43.1666666666667
"2521",2521,"2014-04-16",1,999999999,2014,4,16,3,1,66.725115889052,0,40.275
"2522",2522,"2014-04-16",2,999999999,2014,4,16,3,1,65.154642942646,0,39.1
"2523",2523,"2014-04-16",3,999999999,2014,4,16,3,1,63.5841699962401,0,36.3333333333333
"2524",2524,"2014-04-16",4,999999999,2014,4,16,3,1,62.0136970498341,0,33.84
"2525",2525,"2014-04-16",5,999999999,2014,4,16,3,1,60.4432241034281,0,34.2333333333333
"2526",2526,"2014-04-16",6,999999999,2014,4,16,3,1,0.12,0,33.45
"2527",2527,"2014-04-16",7,999999999,2014,4,16,3,1,31.14,1,30.9
"2528",2528,"2014-04-16",8,999999999,2014,4,16,3,1,79.29,1,33.1
"2529",2529,"2014-04-16",9,999999999,2014,4,16,3,1,81.375,1,35.1
"2530",2530,"2014-04-16",10,999999999,2014,4,16,3,1,91.439998,1,36
"2531",2531,"2014-04-16",11,999999999,2014,4,16,3,1,92.999999,1,37.9
"2532",2532,"2014-04-16",12,999999999,2014,4,16,3,1,83.175,1,39.9
"2533",2533,"2014-04-16",13,999999999,2014,4,16,3,1,82.875,1,42.1
"2534",2534,"2014-04-16",14,999999999,2014,4,16,3,1,71.175,1,43
"2535",2535,"2014-04-16",15,999999999,2014,4,16,3,1,29.22,1,44.1
"2536",2536,"2014-04-16",16,999999999,2014,4,16,3,1,0.09,1,44.1
"2537",2537,"2014-04-16",17,999999999,2014,4,16,3,1,0.015,1,43
"2538",2538,"2014-04-16",18,999999999,2014,4,16,3,1,122.623345529889,1,41
"2539",2539,"2014-04-16",19,999999999,2014,4,16,3,1,0.015,1,39
"2540",2540,"2014-04-16",20,999999999,2014,4,16,3,1,36.8861299073385,0,37.9
"2541",2541,"2014-04-16",21,999999999,2014,4,16,3,1,35.3156569609325,0,36
"2542",2542,"2014-04-16",22,999999999,2014,4,16,3,1,33.7451840145265,0,35.1
"2543",2543,"2014-04-16",23,999999999,2014,4,16,3,1,32.1747110681206,0,34
"2544",2544,"2014-04-17",0,999999999,2014,4,17,4,1,68.8758590298404,0,33.1
"2545",2545,"2014-04-17",1,999999999,2014,4,17,4,1,67.3053860834344,0,32
"2546",2546,"2014-04-17",2,999999999,2014,4,17,4,1,65.7349131370285,0,32
"2547",2547,"2014-04-17",3,999999999,2014,4,17,4,1,64.1644401906225,0,32
"2548",2548,"2014-04-17",4,999999999,2014,4,17,4,1,62.5939672442165,0,32
"2549",2549,"2014-04-17",5,999999999,2014,4,17,4,1,61.0234942978105,0,32
"2550",2550,"2014-04-17",6,999999999,2014,4,17,4,1,0.21,0,33.1
"2551",2551,"2014-04-17",7,999999999,2014,4,17,4,1,45.6,1,35.1
"2552",2552,"2014-04-17",8,999999999,2014,4,17,4,1,74.175,1,36
"2553",2553,"2014-04-17",9,999999999,2014,4,17,4,1,79.755,1,37
"2554",2554,"2014-04-17",10,999999999,2014,4,17,4,1,93.719999,1,37.9
"2555",2555,"2014-04-17",11,999999999,2014,4,17,4,1,84.15,1,39
"2556",2556,"2014-04-17",12,999999999,2014,4,17,4,1,75.375,1,39
"2557",2557,"2014-04-17",13,999999999,2014,4,17,4,1,70.845,1,39
"2558",2558,"2014-04-17",14,999999999,2014,4,17,4,1,71.52,1,39.9
"2559",2559,"2014-04-17",15,999999999,2014,4,17,4,1,30.15,1,39
"2560",2560,"2014-04-17",16,999999999,2014,4,17,4,1,0.165,1,37.9
"2561",2561,"2014-04-17",17,999999999,2014,4,17,4,1,124.774088670678,1,37
"2562",2562,"2014-04-17",18,999999999,2014,4,17,4,1,123.203615724272,1,37
"2563",2563,"2014-04-17",19,999999999,2014,4,17,4,1,121.633142777866,1,36
"2564",2564,"2014-04-17",20,999999999,2014,4,17,4,1,37.4664001017209,0,35.1
"2565",2565,"2014-04-17",21,999999999,2014,4,17,4,1,35.8959271553149,0,35.1
"2566",2566,"2014-04-17",22,999999999,2014,4,17,4,1,34.325454208909,0,34
"2567",2567,"2014-04-17",23,999999999,2014,4,17,4,1,32.754981262503,0,35.1
"2568",2568,"2014-04-18",0,999999999,2014,4,18,5,1,69.4561292242228,0,35.1
