"","X","date","hour","account","year","month","day","DayOfWeek","Weekday","kWh","peakhour","Temperature"
"1",1,"2014-01-01",0,999999999,2014,1,1,3,1,78.405,0,23
"2",2,"2014-01-01",1,999999999,2014,1,1,3,1,76.425,0,21.9
"3",3,"2014-01-01",2,999999999,2014,1,1,3,1,78.015,0,21.9
"4",4,"2014-01-01",3,999999999,2014,1,1,3,1,78.12,0,21.9
"5",5,"2014-01-01",4,999999999,2014,1,1,3,1,77.535,0,21
"6",6,"2014-01-01",5,999999999,2014,1,1,3,1,104.099999,0,21
"7",7,"2014-01-01",6,999999999,2014,1,1,3,1,158.264998,0,21
"8",8,"2014-01-01",7,999999999,2014,1,1,3,1,249.164995,1,19.9
"9",9,"2014-01-01",8,999999999,2014,1,1,3,1,240.524994,1,23
"10",10,"2014-01-01",9,999999999,2014,1,1,3,1,224.069994,1,24.1
"11",11,"2014-01-01",10,999999999,2014,1,1,3,1,223.394993,1,26.1
"12",12,"2014-01-01",11,999999999,2014,1,1,3,1,215.039996,1,26.1
"13",13,"2014-01-01",12,999999999,2014,1,1,3,1,210.675,1,27
"14",14,"2014-01-01",13,999999999,2014,1,1,3,1,196.049998,1,28
"15",15,"2014-01-01",14,999999999,2014,1,1,3,1,196.559993,1,27
"16",16,"2014-01-01",15,999999999,2014,1,1,3,1,151.829996,1,27
"17",17,"2014-01-01",16,999999999,2014,1,1,3,1,103.739998,1,26.1
"18",18,"2014-01-01",17,999999999,2014,1,1,3,1,99.584999,1,25
"19",19,"2014-01-01",18,999999999,2014,1,1,3,1,97.589998,1,24.1
"20",20,"2014-01-01",19,999999999,2014,1,1,3,1,91.47,1,24.1
"21",21,"2014-01-01",20,999999999,2014,1,1,3,1,93.6,0,23
"22",22,"2014-01-01",21,999999999,2014,1,1,3,1,79.35,0,21.9
"23",23,"2014-01-01",22,999999999,2014,1,1,3,1,76.44,0,23
"24",24,"2014-01-01",23,999999999,2014,1,1,3,1,78.975,0,23
"25",25,"2014-01-02",0,999999999,2014,1,2,4,1,78.66,0,21
"26",26,"2014-01-02",1,999999999,2014,1,2,4,1,77.385,0,20.1666666666667
"27",27,"2014-01-02",2,999999999,2014,1,2,4,1,79.485,0,19.2
"28",28,"2014-01-02",3,999999999,2014,1,2,4,1,83.685,0,19.2
"29",29,"2014-01-02",4,999999999,2014,1,2,4,1,162.194999,0,19.2
"30",30,"2014-01-02",5,999999999,2014,1,2,4,1,170.474997,0,19.2666666666667
"31",31,"2014-01-02",6,999999999,2014,1,2,4,1,205.874997,0,19.2666666666667
"32",32,"2014-01-02",7,999999999,2014,1,2,4,1,264.044997,1,19.2
"33",33,"2014-01-02",8,999999999,2014,1,2,4,1,263.534995,1,19.5666666666667
"34",34,"2014-01-02",9,999999999,2014,1,2,4,1,269.009995,1,24.1
"35",35,"2014-01-02",10,999999999,2014,1,2,4,1,80.82,1,25.8
"36",36,"2014-01-02",11,999999999,2014,1,2,4,1,33.45,1,24.5666666666667
"37",37,"2014-01-02",12,999999999,2014,1,2,4,1,24.825,1,24.1
"38",38,"2014-01-02",13,999999999,2014,1,2,4,1,28.995,1,25.8333333333333
"39",39,"2014-01-02",14,999999999,2014,1,2,4,1,20.775,1,19.9
"40",40,"2014-01-02",15,999999999,2014,1,2,4,1,6,1,13.95
"41",41,"2014-01-02",16,999999999,2014,1,2,4,1,97.1281186620643,1,12.1333333333333
"42",42,"2014-01-02",17,999999999,2014,1,2,4,1,95.5576457156583,1,10.3
"43",43,"2014-01-02",18,999999999,2014,1,2,4,1,93.9871727692524,1,8.1
"44",44,"2014-01-02",19,999999999,2014,1,2,4,1,92.4166998228464,1,6.1
"45",45,"2014-01-02",20,999999999,2014,1,2,4,1,8.24995714670168,0,6.45
"46",46,"2014-01-02",21,999999999,2014,1,2,4,1,6.6794842002957,0,4.45
"47",47,"2014-01-02",22,999999999,2014,1,2,4,1,5.10901125388972,0,3.1
"48",48,"2014-01-02",23,999999999,2014,1,2,4,1,3.53853830748375,0,2.76666666666667
"49",49,"2014-01-03",0,999999999,2014,1,3,5,1,40.2396862692036,0,1.56666666666667
"50",50,"2014-01-03",1,999999999,2014,1,3,5,1,38.6692133227976,0,1.9
"51",51,"2014-01-03",2,999999999,2014,1,3,5,1,37.0987403763917,0,1.9
"52",52,"2014-01-03",3,999999999,2014,1,3,5,1,35.5282674299857,0,1.9
"53",53,"2014-01-03",4,999999999,2014,1,3,5,1,33.9577944835797,0,1.65
"54",54,"2014-01-03",5,999999999,2014,1,3,5,1,32.3873215371737,0,3.1
"55",55,"2014-01-03",6,999999999,2014,1,3,5,1,6.975,0,3.1
"56",56,"2014-01-03",7,999999999,2014,1,3,5,1,50.79,1,3.9
"57",57,"2014-01-03",8,999999999,2014,1,3,5,1,51.945,1,5
"58",58,"2014-01-03",9,999999999,2014,1,3,5,1,40.275,1,6.1
"59",59,"2014-01-03",10,999999999,2014,1,3,5,1,41.1,1,8.8
"60",60,"2014-01-03",11,999999999,2014,1,3,5,1,40.995,1,9.75
"61",61,"2014-01-03",12,999999999,2014,1,3,5,1,40.095,1,12
"62",62,"2014-01-03",13,999999999,2014,1,3,5,1,39.06,1,14
"63",63,"2014-01-03",14,999999999,2014,1,3,5,1,37.785,1,14
"64",64,"2014-01-03",15,999999999,2014,1,3,5,1,20.295,1,12.9
"65",65,"2014-01-03",16,999999999,2014,1,3,5,1,97.7083888564467,1,10.9
"66",66,"2014-01-03",17,999999999,2014,1,3,5,1,96.1379159100407,1,9
"67",67,"2014-01-03",18,999999999,2014,1,3,5,1,94.5674429636348,1,7
"68",68,"2014-01-03",19,999999999,2014,1,3,5,1,92.9969700172288,1,6.1
"69",69,"2014-01-03",20,999999999,2014,1,3,5,1,8.8302273410841,0,5
"70",70,"2014-01-03",21,999999999,2014,1,3,5,1,7.25975439467813,0,3.9
"71",71,"2014-01-03",22,999999999,2014,1,3,5,1,5.68928144827215,0,3.9
"72",72,"2014-01-03",23,999999999,2014,1,3,5,1,4.11880850186617,0,3.9
"73",73,"2014-01-04",0,999999999,2014,1,4,6,0,-29.9391713707775,0,3.9
"74",74,"2014-01-04",1,999999999,2014,1,4,6,0,-31.5096443171835,0,3.9
"75",75,"2014-01-04",2,999999999,2014,1,4,6,0,-33.0801172635895,0,3
"76",76,"2014-01-04",3,999999999,2014,1,4,6,0,-34.6505902099954,0,3.9
"77",77,"2014-01-04",4,999999999,2014,1,4,6,0,-36.2210631564014,0,3
"78",78,"2014-01-04",5,999999999,2014,1,4,6,0,-37.7915361028074,0,1.9
"79",79,"2014-01-04",6,999999999,2014,1,4,6,0,-39.3620090492134,0,1.9
"80",80,"2014-01-04",7,999999999,2014,1,4,6,0,41.6637877341194,1,3
"81",81,"2014-01-04",8,999999999,2014,1,4,6,0,40.0933147877134,1,7
"82",82,"2014-01-04",9,999999999,2014,1,4,6,0,38.5228418413074,1,10
"83",83,"2014-01-04",10,999999999,2014,1,4,6,0,36.9523688949015,1,14
"84",84,"2014-01-04",11,999999999,2014,1,4,6,0,35.3818959484955,1,19
"85",85,"2014-01-04",12,999999999,2014,1,4,6,0,33.8114230020895,1,21
"86",86,"2014-01-04",13,999999999,2014,1,4,6,0,32.2409500556835,1,23
"87",87,"2014-01-04",14,999999999,2014,1,4,6,0,30.6704771092776,1,24.1
"88",88,"2014-01-04",15,999999999,2014,1,4,6,0,29.1000041628716,1,25
"89",89,"2014-01-04",16,999999999,2014,1,4,6,0,27.5295312164656,1,26.1
"90",90,"2014-01-04",17,999999999,2014,1,4,6,0,25.9590582700596,1,26.1
"91",91,"2014-01-04",18,999999999,2014,1,4,6,0,24.3885853236537,1,27
"92",92,"2014-01-04",19,999999999,2014,1,4,6,0,22.8181123772477,1,27
"93",93,"2014-01-04",20,999999999,2014,1,4,6,0,-61.348630298897,0,26.1
"94",94,"2014-01-04",21,999999999,2014,1,4,6,0,-62.919103245303,0,27
"95",95,"2014-01-04",22,999999999,2014,1,4,6,0,-64.4895761917089,0,27
"96",96,"2014-01-04",23,999999999,2014,1,4,6,0,-66.0600491381149,0,27
"97",97,"2014-01-05",0,999999999,2014,1,5,0,0,-37.2692293897828,0,27
"98",98,"2014-01-05",1,999999999,2014,1,5,0,0,-38.8397023361888,0,26.1
"99",99,"2014-01-05",2,999999999,2014,1,5,0,0,-40.4101752825948,0,25
"100",100,"2014-01-05",3,999999999,2014,1,5,0,0,-41.9806482290007,0,25
"101",101,"2014-01-05",4,999999999,2014,1,5,0,0,-43.5511211754067,0,26.1
"102",102,"2014-01-05",5,999999999,2014,1,5,0,0,-45.1215941218127,0,25
"103",103,"2014-01-05",6,999999999,2014,1,5,0,0,-46.6920670682187,0,25
"104",104,"2014-01-05",7,999999999,2014,1,5,0,0,34.3337297151141,1,24.1
"105",105,"2014-01-05",8,999999999,2014,1,5,0,0,32.7632567687081,1,27
"106",106,"2014-01-05",9,999999999,2014,1,5,0,0,31.1927838223021,1,27
"107",107,"2014-01-05",10,999999999,2014,1,5,0,0,29.6223108758962,1,30
"108",108,"2014-01-05",11,999999999,2014,1,5,0,0,28.0518379294902,1,34
"109",109,"2014-01-05",12,999999999,2014,1,5,0,0,26.4813649830842,1,36
"110",110,"2014-01-05",13,999999999,2014,1,5,0,0,24.9108920366782,1,36
"111",111,"2014-01-05",14,999999999,2014,1,5,0,0,23.3404190902723,1,36
"112",112,"2014-01-05",15,999999999,2014,1,5,0,0,21.7699461438663,1,35.1
"113",113,"2014-01-05",16,999999999,2014,1,5,0,0,20.1994731974603,1,34.45
"114",114,"2014-01-05",17,999999999,2014,1,5,0,0,18.6290002510543,1,36
"115",115,"2014-01-05",18,999999999,2014,1,5,0,0,17.0585273046484,1,35.0666666666667
"116",116,"2014-01-05",19,999999999,2014,1,5,0,0,15.4880543582424,1,36
"117",117,"2014-01-05",20,999999999,2014,1,5,0,0,-68.6786883179023,0,36.7
"118",118,"2014-01-05",21,999999999,2014,1,5,0,0,-70.2491612643083,0,37.2
"119",119,"2014-01-05",22,999999999,2014,1,5,0,0,-71.8196342107143,0,37.5666666666667
"120",120,"2014-01-05",23,999999999,2014,1,5,0,0,-73.3901071571202,0,37.0333333333333
"121",121,"2014-01-06",0,999999999,2014,1,6,1,1,34.0701686389632,0,39
"122",122,"2014-01-06",1,999999999,2014,1,6,1,1,32.4996956925572,0,37.9333333333333
"123",123,"2014-01-06",2,999999999,2014,1,6,1,1,30.9292227461512,0,40.2
"124",124,"2014-01-06",3,999999999,2014,1,6,1,1,29.3587497997452,0,43
"125",125,"2014-01-06",4,999999999,2014,1,6,1,1,27.7882768533393,0,44.1
"126",126,"2014-01-06",5,999999999,2014,1,6,1,1,0.21,0,44.7333333333333
"127",127,"2014-01-06",6,999999999,2014,1,6,1,1,1.35,0,46.9
"128",128,"2014-01-06",7,999999999,2014,1,6,1,1,51.075,1,48.1
"129",129,"2014-01-06",8,999999999,2014,1,6,1,1,90.764999,1,48.1333333333333
"130",130,"2014-01-06",9,999999999,2014,1,6,1,1,95.609999,1,51.1
"131",131,"2014-01-06",10,999999999,2014,1,6,1,1,89.894999,1,52.4666666666667
"132",132,"2014-01-06",11,999999999,2014,1,6,1,1,82.005,1,54.5833333333333
"133",133,"2014-01-06",12,999999999,2014,1,6,1,1,75.51,1,55.65
"134",134,"2014-01-06",13,999999999,2014,1,6,1,1,64.125,1,53.8
"135",135,"2014-01-06",14,999999999,2014,1,6,1,1,51.21,1,53.35
"136",136,"2014-01-06",15,999999999,2014,1,6,1,1,23.55,1,48
"137",137,"2014-01-06",16,999999999,2014,1,6,1,1,0.15,1,45
"138",138,"2014-01-06",17,999999999,2014,1,6,1,1,89.9683982798003,1,38.875
"139",139,"2014-01-06",18,999999999,2014,1,6,1,1,88.3979253333943,1,38.1
"140",140,"2014-01-06",19,999999999,2014,1,6,1,1,86.8274523869884,1,35.1
"141",141,"2014-01-06",20,999999999,2014,1,6,1,1,2.66070971084366,0,33.1
"142",142,"2014-01-06",21,999999999,2014,1,6,1,1,1.09023676443769,0,32
"143",143,"2014-01-06",22,999999999,2014,1,6,1,1,-0.480236181968285,0,30.9
"144",144,"2014-01-06",23,999999999,2014,1,6,1,1,-2.05070912837426,0,28.9
"145",145,"2014-01-07",0,999999999,2014,1,7,2,1,34.6504388333456,0,28
"146",146,"2014-01-07",1,999999999,2014,1,7,2,1,33.0799658869396,0,27
"147",147,"2014-01-07",2,999999999,2014,1,7,2,1,31.5094929405336,0,26.1
"148",148,"2014-01-07",3,999999999,2014,1,7,2,1,29.9390199941277,0,19.9
"149",149,"2014-01-07",4,999999999,2014,1,7,2,1,28.3685470477217,0,17.1
"150",150,"2014-01-07",5,999999999,2014,1,7,2,1,26.7980741013157,0,15.1
"151",151,"2014-01-07",6,999999999,2014,1,7,2,1,5.4,0,12.9
"152",152,"2014-01-07",7,999999999,2014,1,7,2,1,71.97,1,12
"153",153,"2014-01-07",8,999999999,2014,1,7,2,1,105.059999,1,12.9
"154",154,"2014-01-07",9,999999999,2014,1,7,2,1,75.42,1,14
"155",155,"2014-01-07",10,999999999,2014,1,7,2,1,109.439995,1,15.1
"156",156,"2014-01-07",11,999999999,2014,1,7,2,1,94.425,1,15.1
"157",157,"2014-01-07",12,999999999,2014,1,7,2,1,87.21,1,16
"158",158,"2014-01-07",13,999999999,2014,1,7,2,1,82.29,1,15.1
"159",159,"2014-01-07",14,999999999,2014,1,7,2,1,79.59,1,15.1
"160",160,"2014-01-07",15,999999999,2014,1,7,2,1,40.05,1,12.9
"161",161,"2014-01-07",16,999999999,2014,1,7,2,1,92.1191414205887,1,12
"162",162,"2014-01-07",17,999999999,2014,1,7,2,1,90.5486684741827,1,10.9
"163",163,"2014-01-07",18,999999999,2014,1,7,2,1,88.9781955277768,1,10
"164",164,"2014-01-07",19,999999999,2014,1,7,2,1,87.4077225813708,1,10
"165",165,"2014-01-07",20,999999999,2014,1,7,2,1,3.24097990522609,0,10
"166",166,"2014-01-07",21,999999999,2014,1,7,2,1,1.67050695882012,0,10
"167",167,"2014-01-07",22,999999999,2014,1,7,2,1,0.100034012414138,0,10
"168",168,"2014-01-07",23,999999999,2014,1,7,2,1,-1.47043893399184,0,10
"169",169,"2014-01-08",0,999999999,2014,1,8,3,1,35.230709027728,0,9
"170",170,"2014-01-08",1,999999999,2014,1,8,3,1,33.660236081322,0,8.1
"171",171,"2014-01-08",2,999999999,2014,1,8,3,1,32.0897631349161,0,8.1
"172",172,"2014-01-08",3,999999999,2014,1,8,3,1,30.5192901885101,0,8.1
"173",173,"2014-01-08",4,999999999,2014,1,8,3,1,28.9488172421041,0,8.1
"174",174,"2014-01-08",5,999999999,2014,1,8,3,1,27.3783442956981,0,8.1
"175",175,"2014-01-08",6,999999999,2014,1,8,3,1,14.07,0,7
"176",176,"2014-01-08",7,999999999,2014,1,8,3,1,106.019999,1,8.1
"177",177,"2014-01-08",8,999999999,2014,1,8,3,1,135.809997,1,10.9
"178",178,"2014-01-08",9,999999999,2014,1,8,3,1,142.215,1,14
"179",179,"2014-01-08",10,999999999,2014,1,8,3,1,152.534997,1,17.1
"180",180,"2014-01-08",11,999999999,2014,1,8,3,1,101.205,1,19.9
"181",181,"2014-01-08",12,999999999,2014,1,8,3,1,84.63,1,21.9
"182",182,"2014-01-08",13,999999999,2014,1,8,3,1,77.295,1,21
"183",183,"2014-01-08",14,999999999,2014,1,8,3,1,72.3,1,21.9
"184",184,"2014-01-08",15,999999999,2014,1,8,3,1,40.65,1,21
"185",185,"2014-01-08",16,999999999,2014,1,8,3,1,0.03,1,19.9
"186",186,"2014-01-08",17,999999999,2014,1,8,3,1,91.1289386685652,1,19.9
"187",187,"2014-01-08",18,999999999,2014,1,8,3,1,89.5584657221592,1,19.9
"188",188,"2014-01-08",19,999999999,2014,1,8,3,1,87.9879927757532,1,19
"189",189,"2014-01-08",20,999999999,2014,1,8,3,1,3.82125009960851,0,19
"190",190,"2014-01-08",21,999999999,2014,1,8,3,1,2.25077715320254,0,19
"191",191,"2014-01-08",22,999999999,2014,1,8,3,1,0.680304206796562,0,19
"192",192,"2014-01-08",23,999999999,2014,1,8,3,1,-0.890168739609416,0,19.9
"193",193,"2014-01-09",0,999999999,2014,1,9,4,1,35.8109792221104,0,19.9
"194",194,"2014-01-09",1,999999999,2014,1,9,4,1,34.2405062757045,0,19.9
"195",195,"2014-01-09",2,999999999,2014,1,9,4,1,32.6700333292985,0,19
"196",196,"2014-01-09",3,999999999,2014,1,9,4,1,31.0995603828925,0,19.9
"197",197,"2014-01-09",4,999999999,2014,1,9,4,1,29.5290874364865,0,19.9
"198",198,"2014-01-09",5,999999999,2014,1,9,4,1,27.9586144900806,0,19
"199",199,"2014-01-09",6,999999999,2014,1,9,4,1,20.49,0,19
"200",200,"2014-01-09",7,999999999,2014,1,9,4,1,110.354999,1,19.9
"201",201,"2014-01-09",8,999999999,2014,1,9,4,1,127.019998,1,21.9
"202",202,"2014-01-09",9,999999999,2014,1,9,4,1,241.919994,1,24.1
"203",203,"2014-01-09",10,999999999,2014,1,9,4,1,308.579991,1,26.1
"204",204,"2014-01-09",11,999999999,2014,1,9,4,1,303.929994,1,26.1
"205",205,"2014-01-09",12,999999999,2014,1,9,4,1,292.844992,1,28
"206",206,"2014-01-09",13,999999999,2014,1,9,4,1,286.304993,1,30
"207",207,"2014-01-09",14,999999999,2014,1,9,4,1,86.64,1,30
"208",208,"2014-01-09",15,999999999,2014,1,9,4,1,45.87,1,28.9
"209",209,"2014-01-09",16,999999999,2014,1,9,4,1,93.2796818093536,1,27
"210",210,"2014-01-09",17,999999999,2014,1,9,4,1,91.7092088629476,1,NA
"211",211,"2014-01-09",18,999999999,2014,1,9,4,1,90.1387359165416,1,25
"212",212,"2014-01-09",19,999999999,2014,1,9,4,1,88.5682629701356,1,23
"213",213,"2014-01-09",20,999999999,2014,1,9,4,1,4.40152029399094,0,21.9
"214",214,"2014-01-09",21,999999999,2014,1,9,4,1,2.83104734758497,0,21.9
"215",215,"2014-01-09",22,999999999,2014,1,9,4,1,1.26057440117899,0,19
"216",216,"2014-01-09",23,999999999,2014,1,9,4,1,-0.309898545226989,0,19
"217",217,"2014-01-10",0,999999999,2014,1,10,5,1,36.3912494164929,0,19
"218",218,"2014-01-10",1,999999999,2014,1,10,5,1,34.8207764700869,0,19
"219",219,"2014-01-10",2,999999999,2014,1,10,5,1,33.2503035236809,0,19
"220",220,"2014-01-10",3,999999999,2014,1,10,5,1,31.6798305772749,0,19.9
"221",221,"2014-01-10",4,999999999,2014,1,10,5,1,30.109357630869,0,21.9
"222",222,"2014-01-10",5,999999999,2014,1,10,5,1,28.538884684463,0,24.1
"223",223,"2014-01-10",6,999999999,2014,1,10,5,1,20.145,0,24.1
"224",224,"2014-01-10",7,999999999,2014,1,10,5,1,93.044999,1,23.45
"225",225,"2014-01-10",8,999999999,2014,1,10,5,1,126.479999,1,24.5666666666667
"226",226,"2014-01-10",9,999999999,2014,1,10,5,1,125.699994,1,26.7333333333333
"227",227,"2014-01-10",10,999999999,2014,1,10,5,1,115.29,1,27.0666666666667
"228",228,"2014-01-10",11,999999999,2014,1,10,5,1,95.64,1,29.2
"229",229,"2014-01-10",12,999999999,2014,1,10,5,1,92.31,1,30.9
"230",230,"2014-01-10",13,999999999,2014,1,10,5,1,70.065,1,32
"231",231,"2014-01-10",14,999999999,2014,1,10,5,1,37.905,1,32
"232",232,"2014-01-10",15,999999999,2014,1,10,5,1,13.455,1,32
"233",233,"2014-01-10",16,999999999,2014,1,10,5,1,93.859952003736,1,33.5666666666667
"234",234,"2014-01-10",17,999999999,2014,1,10,5,1,92.28947905733,1,34.45
"235",235,"2014-01-10",18,999999999,2014,1,10,5,1,90.719006110924,1,35.8
"236",236,"2014-01-10",19,999999999,2014,1,10,5,1,89.1485331645181,1,35.1
"237",237,"2014-01-10",20,999999999,2014,1,10,5,1,4.98179048837337,0,35.1
"238",238,"2014-01-10",21,999999999,2014,1,10,5,1,3.41131754196739,0,35.0666666666667
"239",239,"2014-01-10",22,999999999,2014,1,10,5,1,1.84084459556142,0,33.85
"240",240,"2014-01-10",23,999999999,2014,1,10,5,1,0.270371649155438,0,35.1
"241",241,"2014-01-11",0,999999999,2014,1,11,6,0,-33.7876082234882,0,34
"242",242,"2014-01-11",1,999999999,2014,1,11,6,0,-35.3580811698942,0,34
"243",243,"2014-01-11",2,999999999,2014,1,11,6,0,-36.9285541163002,0,35.4333333333333
"244",244,"2014-01-11",3,999999999,2014,1,11,6,0,-38.4990270627062,0,35.4333333333333
"245",245,"2014-01-11",4,999999999,2014,1,11,6,0,-40.0695000091121,0,35.1
"246",246,"2014-01-11",5,999999999,2014,1,11,6,0,-41.6399729555181,0,36
"247",247,"2014-01-11",6,999999999,2014,1,11,6,0,-43.2104459019241,0,37.35
"248",248,"2014-01-11",7,999999999,2014,1,11,6,0,37.8153508814086,1,41.6666666666667
"249",249,"2014-01-11",8,999999999,2014,1,11,6,0,36.2448779350027,1,46
"250",250,"2014-01-11",9,999999999,2014,1,11,6,0,34.6744049885967,1,47.7
"251",251,"2014-01-11",10,999999999,2014,1,11,6,0,33.1039320421907,1,54
"252",252,"2014-01-11",11,999999999,2014,1,11,6,0,31.5334590957847,1,54.3
"253",253,"2014-01-11",12,999999999,2014,1,11,6,0,29.9629861493788,1,56.55
"254",254,"2014-01-11",13,999999999,2014,1,11,6,0,28.3925132029728,1,55.9
"255",255,"2014-01-11",14,999999999,2014,1,11,6,0,26.8220402565668,1,54
"256",256,"2014-01-11",15,999999999,2014,1,11,6,0,25.2515673101608,1,55.65
"257",257,"2014-01-11",16,999999999,2014,1,11,6,0,23.6810943637549,1,55.9
"258",258,"2014-01-11",17,999999999,2014,1,11,6,0,22.1106214173489,1,57
"259",259,"2014-01-11",18,999999999,2014,1,11,6,0,20.5401484709429,1,55.9
"260",260,"2014-01-11",19,999999999,2014,1,11,6,0,18.9696755245369,1,56.2
"261",261,"2014-01-11",20,999999999,2014,1,11,6,0,-65.1970671516077,0,56.65
"262",262,"2014-01-11",21,999999999,2014,1,11,6,0,-66.7675400980137,0,55.9
"263",263,"2014-01-11",22,999999999,2014,1,11,6,0,-68.3380130444197,0,50.55
"264",264,"2014-01-11",23,999999999,2014,1,11,6,0,-69.9084859908257,0,53.1
"265",265,"2014-01-12",0,999999999,2014,1,12,0,0,-41.1176662424935,0,54
"266",266,"2014-01-12",1,999999999,2014,1,12,0,0,-42.6881391888995,0,52
"267",267,"2014-01-12",2,999999999,2014,1,12,0,0,-44.2586121353055,0,49.45
"268",268,"2014-01-12",3,999999999,2014,1,12,0,0,-45.8290850817115,0,46.9
"269",269,"2014-01-12",4,999999999,2014,1,12,0,0,-47.3995580281174,0,46
"270",270,"2014-01-12",5,999999999,2014,1,12,0,0,-48.9700309745234,0,44.1
"271",271,"2014-01-12",6,999999999,2014,1,12,0,0,-50.5405039209294,0,43
"272",272,"2014-01-12",7,999999999,2014,1,12,0,0,30.4852928624034,1,42.1
"273",273,"2014-01-12",8,999999999,2014,1,12,0,0,28.9148199159974,1,43
"274",274,"2014-01-12",9,999999999,2014,1,12,0,0,27.3443469695914,1,44.1
"275",275,"2014-01-12",10,999999999,2014,1,12,0,0,25.7738740231854,1,45
"276",276,"2014-01-12",11,999999999,2014,1,12,0,0,24.2034010767795,1,46.9
"277",277,"2014-01-12",12,999999999,2014,1,12,0,0,22.6329281303735,1,45
"278",278,"2014-01-12",13,999999999,2014,1,12,0,0,21.0624551839675,1,45
"279",279,"2014-01-12",14,999999999,2014,1,12,0,0,19.4919822375615,1,45
"280",280,"2014-01-12",15,999999999,2014,1,12,0,0,17.9215092911556,1,44.1
"281",281,"2014-01-12",16,999999999,2014,1,12,0,0,16.3510363447496,1,43
"282",282,"2014-01-12",17,999999999,2014,1,12,0,0,14.7805633983436,1,42.1
"283",283,"2014-01-12",18,999999999,2014,1,12,0,0,13.2100904519376,1,41
"284",284,"2014-01-12",19,999999999,2014,1,12,0,0,11.6396175055317,1,39.9
"285",285,"2014-01-12",20,999999999,2014,1,12,0,0,-72.527125170613,0,39.9
"286",286,"2014-01-12",21,999999999,2014,1,12,0,0,-74.097598117019,0,39.9
"287",287,"2014-01-12",22,999999999,2014,1,12,0,0,-75.668071063425,0,37.9
"288",288,"2014-01-12",23,999999999,2014,1,12,0,0,-77.238544009831,0,37.9
"289",289,"2014-01-13",0,999999999,2014,1,13,1,1,30.2217317862524,0,37
"290",290,"2014-01-13",1,999999999,2014,1,13,1,1,28.6512588398465,0,37
"291",291,"2014-01-13",2,999999999,2014,1,13,1,1,27.0807858934405,0,37
"292",292,"2014-01-13",3,999999999,2014,1,13,1,1,25.5103129470345,0,34
"293",293,"2014-01-13",4,999999999,2014,1,13,1,1,23.9398400006285,0,33.1
"294",294,"2014-01-13",5,999999999,2014,1,13,1,1,22.3693670542226,0,30.9
"295",295,"2014-01-13",6,999999999,2014,1,13,1,1,22.905,0,30.9
"296",296,"2014-01-13",7,999999999,2014,1,13,1,1,104.789997,1,33.1
"297",297,"2014-01-13",8,999999999,2014,1,13,1,1,135.419997,1,37
"298",298,"2014-01-13",9,999999999,2014,1,13,1,1,128.789997,1,41
"299",299,"2014-01-13",10,999999999,2014,1,13,1,1,128.474997,1,44.1
"300",300,"2014-01-13",11,999999999,2014,1,13,1,1,102.284999,1,46.9
"301",301,"2014-01-13",12,999999999,2014,1,13,1,1,95.234999,1,50
"302",302,"2014-01-13",13,999999999,2014,1,13,1,1,85.89,1,48.9
"303",303,"2014-01-13",14,999999999,2014,1,13,1,1,73.815,1,48.9
"304",304,"2014-01-13",15,999999999,2014,1,13,1,1,31.14,1,46.9
"305",305,"2014-01-13",16,999999999,2014,1,13,1,1,0.045,1,45
"306",306,"2014-01-13",17,999999999,2014,1,13,1,1,86.1199614270896,1,46
"307",307,"2014-01-13",18,999999999,2014,1,13,1,1,84.5494884806836,1,45
"308",308,"2014-01-13",19,999999999,2014,1,13,1,1,82.9790155342776,1,45
"309",309,"2014-01-13",20,999999999,2014,1,13,1,1,-1.18772714186707,0,44.1
"310",310,"2014-01-13",21,999999999,2014,1,13,1,1,-2.75820008827304,0,46.9
"311",311,"2014-01-13",22,999999999,2014,1,13,1,1,-4.32867303467902,0,46.9
"312",312,"2014-01-13",23,999999999,2014,1,13,1,1,-5.899145981085,0,48
"313",313,"2014-01-14",0,999999999,2014,1,14,2,1,30.8020019806349,0,48.9
"314",314,"2014-01-14",1,999999999,2014,1,14,2,1,29.2315290342289,0,48
"315",315,"2014-01-14",2,999999999,2014,1,14,2,1,27.6610560878229,0,48
"316",316,"2014-01-14",3,999999999,2014,1,14,2,1,26.0905831414169,0,46.9
"317",317,"2014-01-14",4,999999999,2014,1,14,2,1,24.520110195011,0,45
"318",318,"2014-01-14",5,999999999,2014,1,14,2,1,22.949637248605,0,44.1
"319",319,"2014-01-14",6,999999999,2014,1,14,2,1,21.379164302199,0,46.9
"320",320,"2014-01-14",7,999999999,2014,1,14,2,1,81.629998,1,48
"321",321,"2014-01-14",8,999999999,2014,1,14,2,1,101.039993,1,46.9
"322",322,"2014-01-14",9,999999999,2014,1,14,2,1,92.205,1,46.9
"323",323,"2014-01-14",10,999999999,2014,1,14,2,1,91.979999,1,48
"324",324,"2014-01-14",11,999999999,2014,1,14,2,1,81.765,1,48
"325",325,"2014-01-14",12,999999999,2014,1,14,2,1,63.36,1,48.55
"326",326,"2014-01-14",13,999999999,2014,1,14,2,1,63.27,1,47.875
"327",327,"2014-01-14",14,999999999,2014,1,14,2,1,53.355,1,46.5
"328",328,"2014-01-14",15,999999999,2014,1,14,2,1,23.655,1,47.1666666666667
"329",329,"2014-01-14",16,999999999,2014,1,14,2,1,0.24,1,46.65
"330",330,"2014-01-14",17,999999999,2014,1,14,2,1,86.700231621472,1,45.7
