"","X","date","hour","account","year","month","day","DayOfWeek","Dayofyear","Weekday","kWh","peakhour","Temperature","pred","KWh_Class"
"3275",3275,"2014-05-17",12,999999999,2014,5,17,6,136,0,9.585,1,69.1,105.893881707115,"Above_Normal"
"3276",3276,"2014-05-17",13,999999999,2014,5,17,6,136,0,9.585,1,72,111.114094504104,"Above_Normal"
"3277",3277,"2014-05-17",14,999999999,2014,5,17,6,136,0,9.585,1,73.9,113.905999025956,"Above_Normal"
"3278",3278,"2014-05-17",15,999999999,2014,5,17,6,136,0,9.585,1,73.9,112.084117825046,"Above_Normal"
"3279",3279,"2014-05-17",16,999999999,2014,5,17,6,136,0,9.585,1,73.9,110.262236624136,"Above_Normal"
"3280",3280,"2014-05-17",17,999999999,2014,5,17,6,136,0,9.585,1,73,106.254877975602,"Above_Normal"
"3281",3281,"2014-05-17",18,999999999,2014,5,17,6,136,0,9.585,1,71.1,99.8192110519294,"Above_Normal"
"3282",3282,"2014-05-17",19,999999999,2014,5,17,6,136,0,9.585,1,68,90.4695741980916,"Above_Normal"
"3283",3283,"2014-05-17",20,999999999,2014,5,17,6,136,0,9.585,0,64.9,18.4466205086447,"Optimal"
"3284",3284,"2014-05-17",21,999999999,2014,5,17,6,136,0,9.585,0,63,12.0109535849724,"Optimal"
"3285",3285,"2014-05-17",22,999999999,2014,5,17,6,136,0,9.585,0,61,5.33245583378638,"Optimal"
"3286",3286,"2014-05-17",23,999999999,2014,5,17,6,136,0,9.585,0,59,-1.34604191739966,"Optimal"
"3287",3287,"2014-05-18",0,999999999,2014,5,18,0,137,0,9.585,0,57.9,37.886086600883,"Optimal"
"3288",3288,"2014-05-18",1,999999999,2014,5,18,0,137,0,9.585,0,55.9,31.2075888496969,"Optimal"
"3289",3289,"2014-05-18",2,999999999,2014,5,18,0,137,0,9.585,0,55,27.2002302011626,"Optimal"
"3290",3290,"2014-05-18",3,999999999,2014,5,18,0,137,0,9.585,0,54,22.9500407251145,"Optimal"
"3291",3291,"2014-05-18",4,999999999,2014,5,18,0,137,0,9.585,0,53.1,18.9426820765802,"Optimal"
"3292",3292,"2014-05-18",5,999999999,2014,5,18,0,137,0,9.585,0,52,14.4496617730183,"Optimal"
"3293",3293,"2014-05-18",6,999999999,2014,5,18,0,137,0,9.585,0,53.1,15.2989196747598,"Optimal"
"3294",3294,"2014-05-18",7,999999999,2014,5,18,0,137,0,9.585,1,55,80.7641410322209,"Optimal"
"3295",3295,"2014-05-18",8,999999999,2014,5,18,0,137,0,9.585,1,57.9,85.9843538292107,"Above_Normal"
"3296",3296,"2014-05-18",9,999999999,2014,5,18,0,137,0,9.585,1,62.1,94.3613673838798,"Above_Normal"
"3297",3297,"2014-05-18",10,999999999,2014,5,18,0,137,0,9.585,1,62.1,92.5394861829696,"Above_Normal"
"3298",3298,"2014-05-18",11,999999999,2014,5,18,0,137,0,9.585,1,61,88.0464658794077,"Above_Normal"
"3299",3299,"2014-05-18",12,999999999,2014,5,18,0,137,0,9.585,1,61,86.2245846784975,"Above_Normal"
"3300",3300,"2014-05-18",13,999999999,2014,5,18,0,137,0,9.585,1,62.1,87.073842580239,"Above_Normal"
"3301",3301,"2014-05-18",14,999999999,2014,5,18,0,137,0,9.585,1,60.1,80.395344829053,"Optimal"
"3302",3302,"2014-05-18",15,999999999,2014,5,18,0,137,0,9.585,1,60.1,78.5734636281428,"Optimal"
"3303",3303,"2014-05-18",16,999999999,2014,5,18,0,137,0,9.585,1,57.9,71.4093042219291,"Optimal"
"3304",3304,"2014-05-18",17,999999999,2014,5,18,0,137,0,9.585,1,59,72.2585621236707,"Optimal"
"3305",3305,"2014-05-18",18,999999999,2014,5,18,0,137,0,9.585,1,57.9,67.7655418201088,"Optimal"
"3306",3306,"2014-05-18",19,999999999,2014,5,18,0,137,0,9.585,1,55.9,61.0870440689227,"Optimal"
"3307",3307,"2014-05-18",20,999999999,2014,5,18,0,137,0,9.585,0,57.9,1.44846258267918,"Optimal"
"3308",3308,"2014-05-18",21,999999999,2014,5,18,0,137,0,9.585,0,57,-2.55889606585512,"Optimal"
"3309",3309,"2014-05-18",22,999999999,2014,5,18,0,137,0,9.585,0,61,5.33245583378638,"Optimal"
"3310",3310,"2014-05-18",23,999999999,2014,5,18,0,137,0,9.585,0,60.1,1.32509718525206,"Optimal"
"3311",3311,"2014-05-19",0,999999999,2014,5,19,1,138,1,9.585,0,57.9,100.031577387534,"Above_Normal"
"3312",3312,"2014-05-19",1,999999999,2014,5,19,1,138,1,9.585,0,57,96.0242187389998,"Above_Normal"
"3313",3313,"2014-05-19",2,999999999,2014,5,19,1,138,1,9.585,0,55,89.3457209878138,"Above_Normal"
"3314",3314,"2014-05-19",3,999999999,2014,5,19,1,138,1,9.585,0,54,85.0955315117657,"Above_Normal"
"3315",3315,"2014-05-19",4,999999999,2014,5,19,1,138,1,9.585,0,52,78.4170337605796,"Optimal"
"3316",3316,"2014-05-19",5,999999999,2014,5,19,1,138,1,9.585,0,52,76.5951525596694,"Optimal"
"3317",3317,"2014-05-19",6,999999999,2014,5,19,1,138,1,9.585,0,54,79.6298879090351,"Optimal"
"3318",3318,"2014-05-19",7,999999999,2014,5,19,1,138,1,0.84,1,55.9,145.095109266496,"Above_Normal"
"3319",3319,"2014-05-19",8,999999999,2014,5,19,1,138,1,31.71,1,55.9,143.273228065586,"Above_Normal"
"3320",3320,"2014-05-19",9,999999999,2014,5,19,1,138,1,58.365,1,62.1,156.506858170531,"Above_Normal"
"3321",3321,"2014-05-19",10,999999999,2014,5,19,1,138,1,48.84,1,63,156.870454417245,"Above_Normal"
"3322",3322,"2014-05-19",11,999999999,2014,5,19,1,138,1,53.22,1,64.9,159.662358939097,"Above_Normal"
"3323",3323,"2014-05-19",12,999999999,2014,5,19,1,138,1,51.54,1,64,155.655000290562,"Above_Normal"
"3324",3324,"2014-05-19",13,999999999,2014,5,19,1,138,1,38.745,1,66,158.689735639928,"Above_Normal"
"3325",3325,"2014-05-19",14,999999999,2014,5,19,1,138,1,21.975,1,66,156.867854439018,"Above_Normal"
"3326",3326,"2014-05-19",15,999999999,2014,5,19,1,138,1,3.675,1,59,138.047815312142,"Above_Normal"
"3327",3327,"2014-05-19",16,999999999,2014,5,19,1,138,1,3.675,1,61,141.082550661508,"Above_Normal"
"3328",3328,"2014-05-19",17,999999999,2014,5,19,1,138,1,3.675,1,61,139.260669460598,"Above_Normal"
"3329",3329,"2014-05-19",18,999999999,2014,5,19,1,138,1,3.675,1,59,132.582171709412,"Above_Normal"
"3330",3330,"2014-05-19",19,999999999,2014,5,19,1,138,1,3.675,1,57,125.903673958226,"Above_Normal"
"3331",3331,"2014-05-19",20,999999999,2014,5,19,1,138,1,3.675,0,54,54.1235510962924,"Optimal"
"3332",3332,"2014-05-19",21,999999999,2014,5,19,1,138,1,3.675,0,53.1,50.1161924477581,"Optimal"
"3333",3333,"2014-05-19",22,999999999,2014,5,19,1,138,1,3.675,0,53.1,48.2943112468479,"Optimal"
"3334",3334,"2014-05-19",23,999999999,2014,5,19,1,138,1,3.675,0,53.1,46.4724300459378,"Optimal"
"3335",3335,"2014-05-20",0,999999999,2014,5,20,2,139,1,3.675,0,54,90.5611751144962,"Above_Normal"
"3336",3336,"2014-05-20",1,999999999,2014,5,20,2,139,1,3.675,0,54,88.739293913586,"Above_Normal"
"3337",3337,"2014-05-20",2,999999999,2014,5,20,2,139,1,3.675,0,54,86.9174127126758,"Above_Normal"
"3338",3338,"2014-05-20",3,999999999,2014,5,20,2,139,1,3.675,0,53.1,82.9100540641415,"Above_Normal"
"3339",3339,"2014-05-20",4,999999999,2014,5,20,2,139,1,3.675,0,54,83.2736503108555,"Above_Normal"
"3340",3340,"2014-05-20",5,999999999,2014,5,20,2,139,1,3.675,0,53.1,79.2662916623212,"Optimal"
"3341",3341,"2014-05-20",6,999999999,2014,5,20,2,139,1,3.675,0,55,82.058196184173,"Optimal"
"3342",3342,"2014-05-20",7,999999999,2014,5,20,2,139,1,6.18,1,59,152.622864919424,"Above_Normal"
"3343",3343,"2014-05-20",8,999999999,2014,5,20,2,139,1,45.255,1,62.1,158.328739371441,"Above_Normal"
"3344",3344,"2014-05-20",9,999999999,2014,5,20,2,139,1,60.69,1,66,165.977260443569,"Above_Normal"
"3345",3345,"2014-05-20",10,999999999,2014,5,20,2,139,1,78.225,1,68,169.011995792934,"Above_Normal"
"3346",3346,"2014-05-20",11,999999999,2014,5,20,2,139,1,70.245,1,64,157.476881491473,"Above_Normal"
"3347",3347,"2014-05-20",12,999999999,2014,5,20,2,139,1,66.81,1,62.1,151.0412145678,"Above_Normal"
"3348",3348,"2014-05-20",13,999999999,2014,5,20,2,139,1,64.305,1,64,153.833119089652,"Above_Normal"
"3349",3349,"2014-05-20",14,999999999,2014,5,20,2,139,1,52.005,1,62.1,147.39745216598,"Above_Normal"
"3350",3350,"2014-05-20",15,999999999,2014,5,20,2,139,1,17.97,1,63,147.761048412694,"Above_Normal"
"3351",3351,"2014-05-20",16,999999999,2014,5,20,2,139,1,17.97,1,63,145.939167211784,"Above_Normal"
"3352",3352,"2014-05-20",17,999999999,2014,5,20,2,139,1,17.97,1,63,144.117286010874,"Above_Normal"
"3353",3353,"2014-05-20",18,999999999,2014,5,20,2,139,1,17.97,1,61,137.438788259688,"Above_Normal"
"3354",3354,"2014-05-20",19,999999999,2014,5,20,2,139,1,17.97,1,60.1,133.431429611153,"Above_Normal"
"3355",3355,"2014-05-20",20,999999999,2014,5,20,2,139,1,17.97,0,60.1,68.9362315746338,"Optimal"
"3356",3356,"2014-05-20",21,999999999,2014,5,20,2,139,1,17.97,0,60.1,67.1143503737236,"Optimal"
"3357",3357,"2014-05-20",22,999999999,2014,5,20,2,139,1,17.97,0,57.9,59.95019096751,"Optimal"
"3358",3358,"2014-05-20",23,999999999,2014,5,20,2,139,1,17.97,0,57.9,58.1283097665998,"Optimal"
"3359",3359,"2014-05-21",0,999999999,2014,5,21,3,140,1,17.97,0,57,97.84609993991,"Above_Normal"
"3360",3360,"2014-05-21",1,999999999,2014,5,21,3,140,1,17.97,0,55,91.167602188724,"Above_Normal"
"3361",3361,"2014-05-21",2,999999999,2014,5,21,3,140,1,17.97,0,53.1,84.7319352650517,"Above_Normal"
"3362",3362,"2014-05-21",3,999999999,2014,5,21,3,140,1,17.97,0,54,85.0955315117657,"Above_Normal"
"3363",3363,"2014-05-21",4,999999999,2014,5,21,3,140,1,17.97,0,52,78.4170337605796,"Optimal"
"3364",3364,"2014-05-21",5,999999999,2014,5,21,3,140,1,17.97,0,54,81.4517691099453,"Optimal"
"3365",3365,"2014-05-21",6,999999999,2014,5,21,3,140,1,17.97,0,55.9,84.2436736317972,"Above_Normal"
"3366",3366,"2014-05-21",7,999999999,2014,5,21,3,140,1,9.255,1,59,152.622864919424,"Above_Normal"
"3367",3367,"2014-05-21",8,999999999,2014,5,21,3,140,1,45.195,1,60.1,153.472122821165,"Above_Normal"
"3368",3368,"2014-05-21",9,999999999,2014,5,21,3,140,1,51.84,1,61,153.835719067879,"Above_Normal"
"3369",3369,"2014-05-21",10,999999999,2014,5,21,3,140,1,60.615,1,61,152.013837866969,"Above_Normal"
"3370",3370,"2014-05-21",11,999999999,2014,5,21,3,140,1,56.355,1,62.1,152.863095768711,"Above_Normal"
"3371",3371,"2014-05-21",12,999999999,2014,5,21,3,140,1,51.195,1,62.1,151.0412145678,"Above_Normal"
"3372",3372,"2014-05-21",13,999999999,2014,5,21,3,140,1,49.77,1,64.9,156.018596537276,"Above_Normal"
"3373",3373,"2014-05-21",14,999999999,2014,5,21,3,140,1,33.285,1,63,149.582929613604,"Above_Normal"
"3374",3374,"2014-05-21",15,999999999,2014,5,21,3,140,1,5.415,1,61,142.904431862418,"Above_Normal"
"3375",3375,"2014-05-21",16,999999999,2014,5,21,3,140,1,5.415,1,60.1,138.897073213884,"Above_Normal"
"3376",3376,"2014-05-21",17,999999999,2014,5,21,3,140,1,5.415,1,59,134.404052910322,"Above_Normal"
"3377",3377,"2014-05-21",18,999999999,2014,5,21,3,140,1,5.415,1,60.1,135.253310812063,"Above_Normal"
"3378",3378,"2014-05-21",19,999999999,2014,5,21,3,140,1,5.415,1,59,130.760290508501,"Above_Normal"
"3379",3379,"2014-05-21",20,999999999,2014,5,21,3,140,1,5.415,0,57,61.4084759217062,"Optimal"
"3380",3380,"2014-05-21",21,999999999,2014,5,21,3,140,1,5.415,0,57,59.586594720796,"Optimal"
"3381",3381,"2014-05-21",22,999999999,2014,5,21,3,140,1,5.415,0,55.9,55.0935744172341,"Optimal"
"3382",3382,"2014-05-21",23,999999999,2014,5,21,3,140,1,5.415,0,57,55.9428323189757,"Optimal"
"3383",3383,"2014-05-22",0,999999999,2014,5,22,4,141,1,5.415,0,55.9,95.1749608372583,"Above_Normal"
"3384",3384,"2014-05-22",1,999999999,2014,5,22,4,141,1,5.415,0,55,91.167602188724,"Above_Normal"
"3385",3385,"2014-05-22",2,999999999,2014,5,22,4,141,1,5.415,0,55,89.3457209878138,"Above_Normal"
"3386",3386,"2014-05-22",3,999999999,2014,5,22,4,141,1,5.415,0,54,85.0955315117657,"Above_Normal"
"3387",3387,"2014-05-22",4,999999999,2014,5,22,4,141,1,5.415,0,53.1,81.0881728632313,"Optimal"
"3388",3388,"2014-05-22",5,999999999,2014,5,22,4,141,1,5.415,0,51.7,75.8666600771281,"Optimal"
"3389",3389,"2014-05-22",6,999999999,2014,5,22,4,141,1,5.415,0,51.566667,73.7210052489689,"Optimal"
"3390",3390,"2014-05-22",7,999999999,2014,5,22,4,141,1,7.665,1,51.566667,134.572440883668,"Above_Normal"
"3391",3391,"2014-05-22",8,999999999,2014,5,22,4,141,1,44.865,1,51.566667,132.750559682758,"Above_Normal"
"3392",3392,"2014-05-22",9,999999999,2014,5,22,4,141,1,53.16,1,53.1,134.65208369429,"Above_Normal"
"3393",3393,"2014-05-22",10,999999999,2014,5,22,4,141,1,72.75,1,55.65,139.022388594981,"Above_Normal"
"3394",3394,"2014-05-22",11,999999999,2014,5,22,4,141,1,57.06,1,55.9,137.807584462855,"Above_Normal"
"3395",3395,"2014-05-22",12,999999999,2014,5,22,4,141,1,46.86,1,57,138.656842364597,"Above_Normal"
"3396",3396,"2014-05-22",13,999999999,2014,5,22,4,141,1,44.955,1,55,131.978344613411,"Above_Normal"
"3397",3397,"2014-05-22",14,999999999,2014,5,22,4,141,1,32.01,1,53.7,126.999662654821,"Above_Normal"
"3398",3398,"2014-05-22",15,999999999,2014,5,22,4,141,1,7.47,1,54.066667,126.068161964231,"Above_Normal"
"3399",3399,"2014-05-22",16,999999999,2014,5,22,4,141,1,7.47,1,57.9,133.55479500858,"Above_Normal"
"3400",3400,"2014-05-22",17,999999999,2014,5,22,4,141,1,7.47,1,57.9,131.73291380767,"Above_Normal"
"3401",3401,"2014-05-22",18,999999999,2014,5,22,4,141,1,7.47,1,57,127.725555159136,"Above_Normal"
"3402",3402,"2014-05-22",19,999999999,2014,5,22,4,141,1,7.47,1,57,125.903673958226,"Above_Normal"
"3403",3403,"2014-05-22",20,999999999,2014,5,22,4,141,1,7.47,0,55,56.5518593714304,"Optimal"
"3404",3404,"2014-05-22",21,999999999,2014,5,22,4,141,1,7.47,0,55,54.7299781705202,"Optimal"
"3405",3405,"2014-05-22",22,999999999,2014,5,22,4,141,1,7.47,0,54,50.4797886944721,"Optimal"
"3406",3406,"2014-05-22",23,999999999,2014,5,22,4,141,1,7.47,0,54,48.6579074935619,"Optimal"
"3407",3407,"2014-05-23",0,999999999,2014,5,23,5,142,1,7.47,0,54.3,91.2896675970376,"Above_Normal"
"3408",3408,"2014-05-23",1,999999999,2014,5,23,5,142,1,7.47,0,55.2,91.6532638437516,"Above_Normal"
"3409",3409,"2014-05-23",2,999999999,2014,5,23,5,142,1,7.47,0,55.2,89.8313826428414,"Above_Normal"
"3410",3410,"2014-05-23",3,999999999,2014,5,23,5,142,1,7.47,0,54,85.0955315117657,"Above_Normal"
"3411",3411,"2014-05-23",4,999999999,2014,5,23,5,142,1,7.47,0,53.8,82.7879886558279,"Above_Normal"
"3412",3412,"2014-05-23",5,999999999,2014,5,23,5,142,1,7.47,0,54,81.4517691099453,"Optimal"
"3413",3413,"2014-05-23",6,999999999,2014,5,23,5,142,1,7.47,0,53.666667,78.8204526267585,"Optimal"
"3414",3414,"2014-05-23",7,999999999,2014,5,23,5,142,1,8.535,1,53.8,139.995661888707,"Above_Normal"
"3415",3415,"2014-05-23",8,999999999,2014,5,23,5,142,1,45.465,1,55,141.087750617962,"Above_Normal"
"3416",3416,"2014-05-23",9,999999999,2014,5,23,5,142,1,54.99,1,54.3,137.566053624455,"Above_Normal"
"3417",3417,"2014-05-23",10,999999999,2014,5,23,5,142,1,58.98,1,54,135.015679941004,"Above_Normal"
"3418",3418,"2014-05-23",11,999999999,2014,5,23,5,142,1,54.09,1,57,140.478723565507,"Above_Normal"
"3419",3419,"2014-05-23",12,999999999,2014,5,23,5,142,1,52.425,1,55.9,135.985703261945,"Above_Normal"
"3420",3420,"2014-05-23",13,999999999,2014,5,23,5,142,1,47.97,1,55.9,134.163822061035,"Above_Normal"
"3421",3421,"2014-05-23",14,999999999,2014,5,23,5,142,1,34.575,1,54,127.728155137363,"Above_Normal"
"3422",3422,"2014-05-23",15,999999999,2014,5,23,5,142,1,6.36,1,54,125.906273936453,"Above_Normal"
"3423",3423,"2014-05-23",16,999999999,2014,5,23,5,142,1,6.36,1,54,124.084392735542,"Above_Normal"
"3424",3424,"2014-05-23",17,999999999,2014,5,23,5,142,1,6.36,1,53.1,120.077034087008,"Above_Normal"
"3425",3425,"2014-05-23",18,999999999,2014,5,23,5,142,1,6.36,1,53.1,118.255152886098,"Above_Normal"
"3426",3426,"2014-05-23",19,999999999,2014,5,23,5,142,1,6.36,1,53.1,116.433271685188,"Above_Normal"
"3427",3427,"2014-05-23",20,999999999,2014,5,23,5,142,1,6.36,0,52,49.2669345460166,"Optimal"
"3428",3428,"2014-05-23",21,999999999,2014,5,23,5,142,1,6.36,0,51.9,47.2022225175926,"Optimal"
"3429",3429,"2014-05-23",22,999999999,2014,5,23,5,142,1,6.36,0,51.9,45.3803413166824,"Optimal"
"3430",3430,"2014-05-23",23,999999999,2014,5,23,5,142,1,6.36,0,52,43.801290943286,"Optimal"
"3431",3431,"2014-05-24",0,999999999,2014,5,24,6,143,0,6.36,0,51.85,23.1948215362985,"Optimal"
"3432",3432,"2014-05-24",1,999999999,2014,5,24,6,143,0,6.36,0,52,21.737186576659,"Optimal"
"3433",3433,"2014-05-24",2,999999999,2014,5,24,6,143,0,6.36,0,52,19.9153053757488,"Optimal"
"3434",3434,"2014-05-24",3,999999999,2014,5,24,6,143,0,6.36,0,51.866667,17.7696505475897,"Optimal"
"3435",3435,"2014-05-24",4,999999999,2014,5,24,6,143,0,6.36,0,53.1,18.9426820765802,"Optimal"
"3436",3436,"2014-05-24",5,999999999,2014,5,24,6,143,0,6.36,0,51.9,14.2068309455045,"Optimal"
"3437",3437,"2014-05-24",6,999999999,2014,5,24,6,143,0,6.36,0,53.1,15.2989196747598,"Optimal"
"3438",3438,"2014-05-24",7,999999999,2014,5,24,6,143,0,6.36,1,54,78.335832757083,"Optimal"
"3439",3439,"2014-05-24",8,999999999,2014,5,24,6,143,0,6.36,1,55.9,81.1277372789348,"Optimal"
"3440",3440,"2014-05-24",9,999999999,2014,5,24,6,143,0,6.36,1,57,81.9769951806764,"Optimal"
"3441",3441,"2014-05-24",10,999999999,2014,5,24,6,143,0,6.36,1,57,80.1551139797662,"Optimal"
"3442",3442,"2014-05-24",11,999999999,2014,5,24,6,143,0,6.36,1,59,83.1898493291318,"Above_Normal"
"3443",3443,"2014-05-24",12,999999999,2014,5,24,6,143,0,6.36,1,59,81.3679681282216,"Optimal"
"3444",3444,"2014-05-24",13,999999999,2014,5,24,6,143,0,6.36,1,60.1,82.2172260299632,"Above_Normal"
"3445",3445,"2014-05-24",14,999999999,2014,5,24,6,143,0,6.36,1,59,77.7242057264013,"Optimal"
"3446",3446,"2014-05-24",15,999999999,2014,5,24,6,143,0,6.36,1,57,71.0457079752152,"Optimal"
"3447",3447,"2014-05-24",16,999999999,2014,5,24,6,143,0,6.36,1,57.9,71.4093042219291,"Optimal"
"3448",3448,"2014-05-24",17,999999999,2014,5,24,6,143,0,6.36,1,57,67.4019455733948,"Optimal"
"3449",3449,"2014-05-24",18,999999999,2014,5,24,6,143,0,6.36,1,55,60.7234478222088,"Optimal"
"3450",3450,"2014-05-24",19,999999999,2014,5,24,6,143,0,6.36,1,55,58.9015666212986,"Optimal"
"3451",3451,"2014-05-24",20,999999999,2014,5,24,6,143,0,6.36,0,53.1,-10.2074171379828,"Optimal"
"3452",3452,"2014-05-24",21,999999999,2014,5,24,6,143,0,6.36,0,53.1,-12.029298338893,"Optimal"
"3453",3453,"2014-05-24",22,999999999,2014,5,24,6,143,0,6.36,0,53.1,-13.8511795398032,"Optimal"
"3454",3454,"2014-05-24",23,999999999,2014,5,24,6,143,0,6.36,0,53.1,-15.6730607407134,"Optimal"
"3455",3455,"2014-05-25",0,999999999,2014,5,25,0,144,0,6.36,0,53.1,26.2302068802209,"Optimal"
"3456",3456,"2014-05-25",1,999999999,2014,5,25,0,144,0,6.36,0,53.1,24.4083256793107,"Optimal"
"3457",3457,"2014-05-25",2,999999999,2014,5,25,0,144,0,6.36,0,52,19.9153053757488,"Optimal"
"3458",3458,"2014-05-25",3,999999999,2014,5,25,0,144,0,6.36,0,52.45,19.1861628986507,"Optimal"
"3459",3459,"2014-05-25",4,999999999,2014,5,25,0,144,0,6.36,0,52.45,17.3642816977405,"Optimal"
"3460",3460,"2014-05-25",5,999999999,2014,5,25,0,144,0,6.36,0,53.35,17.7278779444545,"Optimal"
"3461",3461,"2014-05-25",6,999999999,2014,5,25,0,144,0,6.36,0,53.1,15.2989196747598,"Optimal"
"3462",3462,"2014-05-25",7,999999999,2014,5,25,0,144,0,6.36,1,53.8,77.8501711020554,"Optimal"
"3463",3463,"2014-05-25",8,999999999,2014,5,25,0,144,0,6.36,1,55,78.9422598313107,"Optimal"
"3464",3464,"2014-05-25",9,999999999,2014,5,25,0,144,0,6.36,1,55.9,79.3058560780246,"Optimal"
"3465",3465,"2014-05-25",10,999999999,2014,5,25,0,144,0,6.36,1,57.2,80.6407756347938,"Optimal"
"3466",3466,"2014-05-25",11,999999999,2014,5,25,0,144,0,6.36,1,59,83.1898493291318,"Above_Normal"
"3467",3467,"2014-05-25",12,999999999,2014,5,25,0,144,0,6.36,1,60.45,84.8890151271716,"Above_Normal"
"3468",3468,"2014-05-25",13,999999999,2014,5,25,0,144,0,6.36,1,60.1,82.2172260299632,"Above_Normal"
"3469",3469,"2014-05-25",14,999999999,2014,5,25,0,144,0,6.36,1,60.1,80.395344829053,"Optimal"
"3470",3470,"2014-05-25",15,999999999,2014,5,25,0,144,0,6.36,1,61,80.7589410757669,"Optimal"
"3471",3471,"2014-05-25",16,999999999,2014,5,25,0,144,0,6.36,1,62.1,81.6081989775084,"Optimal"
"3472",3472,"2014-05-25",17,999999999,2014,5,25,0,144,0,6.36,1,61,77.1151786739465,"Optimal"
"3473",3473,"2014-05-25",18,999999999,2014,5,25,0,144,0,6.36,1,61,75.2932974730363,"Optimal"
"3474",3474,"2014-05-25",19,999999999,2014,5,25,0,144,0,6.36,1,64,80.7563410975399,"Optimal"
"3475",3475,"2014-05-25",20,999999999,2014,5,25,0,144,0,6.36,0,62.1,11.6473573382585,"Optimal"
"3476",3476,"2014-05-25",21,999999999,2014,5,25,0,144,0,6.36,0,60.1,4.96885958707244,"Optimal"
"3477",3477,"2014-05-25",22,999999999,2014,5,25,0,144,0,6.36,0,57.9,-2.19529981914119,"Optimal"
"3478",3478,"2014-05-25",23,999999999,2014,5,25,0,144,0,6.36,0,57.9,-4.01718102005138,"Optimal"
"3479",3479,"2014-05-26",0,999999999,2014,5,26,1,145,1,6.36,0,55.9,95.1749608372583,"Above_Normal"
"3480",3480,"2014-05-26",1,999999999,2014,5,26,1,145,1,6.36,0,55.9,93.3530796363481,"Above_Normal"
"3481",3481,"2014-05-26",2,999999999,2014,5,26,1,145,1,6.36,0,55.9,91.5311984354379,"Above_Normal"
"3482",3482,"2014-05-26",3,999999999,2014,5,26,1,145,1,6.36,0,55.9,89.7093172345277,"Above_Normal"
"3483",3483,"2014-05-26",4,999999999,2014,5,26,1,145,1,6.36,0,55,85.7019585859934,"Above_Normal"
"3484",3484,"2014-05-26",5,999999999,2014,5,26,1,145,1,6.36,0,55.9,86.0655548327073,"Above_Normal"
"3485",3485,"2014-05-26",6,999999999,2014,5,26,1,145,1,6.36,0,63,101.484662385276,"Above_Normal"
"3486",3486,"2014-05-26",7,999999999,2014,5,26,1,145,1,6.36,1,63,162.336098019975,"Above_Normal"
"3487",3487,"2014-05-26",8,999999999,2014,5,26,1,145,1,6.36,1,61,155.657600268789,"Above_Normal"
"3488",3488,"2014-05-26",9,999999999,2014,5,26,1,145,1,6.36,1,63,158.692335618155,"Above_Normal"
"3489",3489,"2014-05-26",10,999999999,2014,5,26,1,145,1,6.36,1,68,169.011995792934,"Above_Normal"
"3490",3490,"2014-05-26",11,999999999,2014,5,26,1,145,1,6.36,1,78.1,191.716028170917,"Above_Normal"
"3491",3491,"2014-05-26",12,999999999,2014,5,26,1,145,1,6.36,1,75.9,184.551868764704,"Above_Normal"
"3492",3492,"2014-05-26",13,999999999,2014,5,26,1,145,1,6.36,1,73,175.687893565894,"Above_Normal"
"3493",3493,"2014-05-26",14,999999999,2014,5,26,1,145,1,6.36,1,75.9,180.908106362883,"Above_Normal"
"3494",3494,"2014-05-26",15,999999999,2014,5,26,1,145,1,6.36,1,78.1,184.428503367277,"Above_Normal"
"3495",3495,"2014-05-26",16,999999999,2014,5,26,1,145,1,6.36,1,79,184.792099613991,"Above_Normal"
"3496",3496,"2014-05-26",17,999999999,2014,5,26,1,145,1,6.36,1,79,182.97021841308,"Above_Normal"
"3497",3497,"2014-05-26",18,999999999,2014,5,26,1,145,1,6.36,1,77,176.291720661894,"Above_Normal"
"3498",3498,"2014-05-26",19,999999999,2014,5,26,1,145,1,6.36,1,75,169.613222910708,"Above_Normal"
"3499",3499,"2014-05-26",20,999999999,2014,5,26,1,145,1,6.36,0,73.9,102.446885771537,"Above_Normal"
"3500",3500,"2014-05-26",21,999999999,2014,5,26,1,145,1,6.36,0,73,98.4395271230028,"Above_Normal"
"3501",3501,"2014-05-26",22,999999999,2014,5,26,1,145,1,6.36,0,72,94.1893376469547,"Above_Normal"
"3502",3502,"2014-05-26",23,999999999,2014,5,26,1,145,1,6.36,0,73.9,96.9812421688066,"Above_Normal"
"3503",3503,"2014-05-27",0,999999999,2014,5,27,2,146,1,6.36,0,73.9,138.884509789741,"Above_Normal"
"3504",3504,"2014-05-27",1,999999999,2014,5,27,2,146,1,6.36,0,73,134.877151141207,"Above_Normal"
"3505",3505,"2014-05-27",2,999999999,2014,5,27,2,146,1,6.36,0,72,130.626961665158,"Above_Normal"
"3506",3506,"2014-05-27",3,999999999,2014,5,27,2,146,1,6.36,0,66.9,116.420708261045,"Above_Normal"
"3507",3507,"2014-05-27",4,999999999,2014,5,27,2,146,1,6.36,0,64.9,109.742210509859,"Above_Normal"
"3508",3508,"2014-05-27",5,999999999,2014,5,27,2,146,1,6.36,0,62.1,101.121066138562,"Above_Normal"
"3509",3509,"2014-05-27",6,999999999,2014,5,27,2,146,1,6.36,0,64,103.912970660414,"Above_Normal"
"3510",3510,"2014-05-27",7,999999999,2014,5,27,2,146,1,21.27,1,71.1,182.005395048593,"Above_Normal"
"3511",3511,"2014-05-27",8,999999999,2014,5,27,2,146,1,65.325,1,66,167.799141644479,"Above_Normal"
