"","Day","Hr","Temp","KWH"
"595","12/25/2014",15,48.02,134.742253957119
"596","12/25/2014",16,46.94,133.094488658455
"597","12/25/2014",17,46.94,131.835351605303
"598","12/25/2014",18,46.94,130.576214552152
"599","12/25/2014",19,46.04,128.993220627739
"600","12/25/2014",20,46.04,46.3427669563116
"601","12/25/2014",21,44.96,44.6950016576471
"602","12/25/2014",22,44.96,43.4358646044955
"603","12/25/2014",23,44.06,41.8528706800832
"604","12/26/2014",0,42.98,71.2269664942603
"605","12/26/2014",1,42.08,69.643972569848
"606","12/26/2014",2,42.08,68.3848355166964
"607","12/26/2014",3,39.92,66.3484419725189
"608","12/26/2014",4,41,65.4779331648803
"609","12/26/2014",5,37.94,63.117682749442
"610","12/26/2014",6,37.94,61.8585456962904
"611","12/26/2014",7,39.02,142.379353506928
"612","12/26/2014",8,42.98,142.545186687324
"613","12/26/2014",9,44.96,141.998534750946
"614","12/26/2014",10,46.04,141.128025943307
"615","12/26/2014",11,46.94,140.192745761417
"616","12/26/2014",12,48.02,139.322236953778
"617","12/26/2014",13,48.92,138.386956771887
"618","12/26/2014",14,48.92,137.127819718736
"619","12/26/2014",15,48.02,135.544825794323
"620","12/26/2014",16,48.02,134.285688741172
"621","12/26/2014",17,46.04,132.314066571247
"622","12/26/2014",18,44.96,130.666301272582
"623","12/26/2014",19,44.06,129.08330734817
"624","12/26/2014",20,42.98,46.0442254312291
"625","12/26/2014",21,42.98,44.7850883780776
"626","12/26/2014",22,42.08,43.2020944536652
"627","12/26/2014",23,41,41.5543291550007
"628","12/27/2014",0,39.92,17.4021007104307
"629","12/27/2014",1,39.92,16.1429636572792
"630","12/27/2014",2,41,15.2724548496406
"631","12/27/2014",3,41,14.013317796489
"632","12/27/2014",4,39.92,12.3655524978245
"633","12/27/2014",5,41,11.4950436901859
"634","12/27/2014",6,39.92,9.84727839152136
"635","12/27/2014",7,41,90.3680862021588
"636","12/27/2014",8,42.98,89.821434265781
"637","12/27/2014",9,44.96,89.2747823294032
"638","12/27/2014",10,48.02,89.1167586385385
"639","12/27/2014",11,50,88.5701067021607
"640","12/27/2014",12,51.98,88.0234547657829
"641","12/27/2014",13,51.8,86.6995463383792
"642","12/27/2014",14,51.98,85.5051806594798
"643","12/27/2014",15,50,83.5335584895544
"644","12/27/2014",16,48.02,81.5619363196291
"645","12/27/2014",17,46.94,79.9141710209646
"646","12/27/2014",18,46.04,78.3311770965522
"647","12/27/2014",19,44.96,76.6834117978876
"648","12/27/2014",20,44.06,-6.29089874480074
"649","12/27/2014",21,42.98,-7.93866404346528
"650","12/27/2014",22,44.06,-8.80917285110385
"651","12/27/2014",23,42.98,-10.4569381497684
"652","12/28/2014",0,44.96,14.4002681662657
"653","12/28/2014",1,44.96,13.1411311131142
"654","12/28/2014",2,44.96,11.8819940599626
"655","12/28/2014",3,44.96,10.622857006811
"656","12/28/2014",4,44.96,9.36371995365948
"657","12/28/2014",5,44.96,8.10458290050792
"658","12/28/2014",6,44.96,6.84544584735636
"659","12/28/2014",7,46.04,87.3662536579938
"660","12/28/2014",8,46.04,86.1071166048422
"661","12/28/2014",9,46.94,85.1718364229515
"662","12/28/2014",10,48.02,84.3013276153129
"663","12/28/2014",11,48.92,83.3660474334222
"664","12/28/2014",12,50,82.4955386257836
"665","12/28/2014",13,51.08,81.625029818145
"666","12/28/2014",14,51.98,80.6897496362542
"667","12/28/2014",15,48.92,78.3294992208159
"668","12/28/2014",16,46.94,76.3578770508906
"669","12/28/2014",17,46.94,75.098739997739
"670","12/28/2014",18,46.04,73.5157460733266
"671","12/28/2014",19,44.96,71.8679807746621
"672","12/28/2014",20,44.06,-11.1063297680263
"673","12/28/2014",21,42.08,-13.0779519379516
"674","12/28/2014",22,41,-14.7257172366162
"675","12/28/2014",23,39.92,-16.3734825352807
"676","12/29/2014",0,39.02,66.5917089118957
"677","12/29/2014",1,37.94,64.9439436132312
"678","12/29/2014",2,37.04,63.3609496888188
"679","12/29/2014",3,35.96,61.7131843901542
"680","12/29/2014",4,35.96,60.4540473370027
"681","12/29/2014",5,35.96,59.1949102838511
"682","12/29/2014",6,35.06,57.6119163594387
"683","12/29/2014",7,35.06,137.744095924563
"684","12/29/2014",8,35.06,136.484958871412
"685","12/29/2014",9,39.02,136.650792051808
"686","12/29/2014",10,39.92,135.715511869917
"687","12/29/2014",11,41,134.845003062278
"688","12/29/2014",12,39.92,133.197237763614
"689","12/29/2014",13,41,132.326728955975
"690","12/29/2014",14,39.92,130.678963657311
"691","12/29/2014",15,39.92,129.419826604159
"692","12/29/2014",16,39.02,127.836832679747
"693","12/29/2014",17,37.94,126.189067381082
"694","12/29/2014",18,35.06,123.893588339896
"695","12/29/2014",19,33.08,121.921966169971
"696","12/29/2014",20,32,38.8828842530301
"697","12/29/2014",21,30.92,37.2351189543656
"698","12/29/2014",22,30.92,35.975981901214
"699","12/29/2014",23,30.02,34.3929879768016
"700","12/30/2014",0,28.04,63.443226919718
"701","12/30/2014",1,26.96,61.7954616210535
"702","12/30/2014",2,24.98,59.8238394511281
"703","12/30/2014",3,24.08,58.2408455267157
"704","12/30/2014",4,24.08,56.9817084735642
"705","12/30/2014",5,23,55.3339431748996
"706","12/30/2014",6,23,54.0748061217481
"707","12/30/2014",7,23,134.206985686873
"708","12/30/2014",8,24.08,133.336476879234
"709","12/30/2014",9,24.98,132.401196697343
"710","12/30/2014",10,26.06,131.530687889705
"711","12/30/2014",11,26.96,130.595407707814
"712","12/30/2014",12,28.04,129.724898900175
"713","12/30/2014",13,28.94,128.789618718285
"714","12/30/2014",14,30.02,127.919109910646
"715","12/30/2014",15,28.94,126.271344611981
"716","12/30/2014",16,28.04,124.688350687569
"717","12/30/2014",17,26.96,123.040585388905
"718","12/30/2014",18,26.06,121.457591464492
"719","12/30/2014",19,24.98,119.809826165828
"720","12/30/2014",20,24.98,37.1593724944
"721","12/30/2014",21,24.08,35.5763785699877
"722","12/30/2014",22,23,33.9286132713231
"723","12/30/2014",23,21.92,32.2808479726586
"724","12/31/2014",0,21.02,61.7197151610879
"725","12/31/2014",1,19.94,60.0719498624234
"726","12/31/2014",2,19.94,58.8128128092718
"727","12/31/2014",3,19.94,57.5536757561202
"728","12/31/2014",4,19.94,56.2945387029687
"729","12/31/2014",5,19.94,55.0354016498171
"730","12/31/2014",6,19.94,53.7762645966656
"731","12/31/2014",7,21.02,134.297072407303
"732","12/31/2014",8,24.08,134.139048716438
"733","12/31/2014",9,26.06,133.59239678006
"734","12/31/2014",10,28.04,133.045744843683
"735","12/31/2014",11,28.94,132.110464661792
"736","12/31/2014",12,28.94,130.85132760864
"737","12/31/2014",13,28.94,129.592190555489
"738","12/31/2014",14,28.94,128.333053502337
"739","12/31/2014",15,28.04,126.750059577925
"740","12/31/2014",16,26.96,125.10229427926
"741","12/31/2014",17,26.06,123.519300354848
"742","12/31/2014",18,26.06,122.260163301696
"743","12/31/2014",19,24.98,120.612398003032
"744","12/31/2014",20,24.98,37.9619443316043
"745","12/31/2014",21,23,35.9903221616789
"746","12/31/2014",22,21.92,34.3425568630144
"747","12/31/2014",23,21.92,33.0834198098628
